"year","school_code","school_name","subgroup","subject","grade","enrollment_status","n_test_takers","baseline","target"
2014,442,"COLUMBIA HEIGHTS EC (CHEC)","ECONOMY","Reading","all","full_year",476,0.403508771929825,0.552631578947368
2014,442,"COLUMBIA HEIGHTS EC (CHEC)","SPED","Reading","all","full_year",61,0.183098591549296,0.387323943661972
2014,455,"COOLIDGE HS","ECONOMY","Reading","all","full_year",82,0.3875,0.540625
2014,471,"ELLINGTON SCHOOL OF THE ARTS","BL7","Reading","all","full_year",110,0.837209302325581,0.877906976744186
2014,478,"PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING HS","ECONOMY","Reading","all","full_year",47,0.625,0.71875
2014,105,"COMMUNITY ACADEMY AMOS I","All","Reading","all","full_year",163,0.50381679389313,0.627862595419847
2014,1104,"CENTER CITY CAPITOL HILL CAMPUS PCS","BL7","Reading","all","full_year",135,0.409836065573771,0.557377049180328
2014,1109,"COMMUNITY ACADEMY AMOS III ARMSTRONG","All","Reading","all","full_year",75,0.37117903930131,0.528384279475983
2014,1123,"KIPP DC COLLEGE PREP PCS","ECONOMY","Reading","all","full_year",79,0.785714285714286,0.839285714285714
2014,113,"FRIENDSHIP PCS SOUTHEAST ACADEMY","SPED","Reading","all","full_year",38,0.115384615384615,0.336538461538462
2014,127,"CESAR CHAVEZ PCS CHAVEZ PREP","BL7","Reading","all","full_year",67,0.563380281690141,0.672535211267606
2014,134,"IDEAL ACADEMY PCS NORTH CAPITOL STREET CAMPUS ES","All","Reading","all","full_year",114,0.361702127659574,0.521276595744681
2014,169,"OPTIONS PCS","All","Reading","all","full_year",136,0.13013698630137,0.347602739726027
2014,173,"ROOTS PCS","BL7","Reading","all","full_year",36,0.583333333333333,0.6875
2014,174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","All","Reading","all","full_year",259,0.601092896174863,0.700819672131147
2014,191,"THURGOOD MARSHALL ACADEMY PCS","ECONOMY","Reading","all","full_year",63,0.633802816901408,0.725352112676056
2014,205,"BARNARD ES","ECONOMY","Reading","all","full_year",174,0.552941176470588,0.664705882352941
2014,205,"BARNARD ES","LEP","Reading","all","full_year",63,0.547619047619048,0.660714285714286
2014,210,"WILLIAM E. DOAR JR PCS","ECONOMY","Reading","all","full_year",184,0.430379746835443,0.572784810126582
2014,231,"DREW ES","BL7","Reading","all","full_year",49,0.253333333333333,0.44
2014,232,"EATON ES","ECONOMY","Reading","all","full_year",37,0.834971852127389,0.876228889095542
2014,271,"LUDLOW TAYLOR ES","All","Reading","all","full_year",64,0.45679012345679,0.592592592592593
2014,272,"KEY ES","WH7","Reading","all","full_year",92,0.935483870967742,0.951612903225806
2014,274,"MAURY ES","BL7","Reading","all","full_year",62,0.345454545454545,0.509090909090909
2014,284,"MARIE REED ES","HI7","Reading","all","full_year",76,0.402298850574713,0.551724137931034
2014,288,"NALLE ES","BL7","Reading","all","full_year",125,0.289156626506024,0.466867469879518
2014,309,"SEATON ES","BL7","Reading","all","full_year",36,0.346938775510204,0.510204081632653
2014,327,"TRUESDELL EC","All","Reading","all","full_year",203,0.344036697247706,0.50802752293578
2014,327,"TRUESDELL EC","SPED","Reading","all","full_year",50,0.113636363636364,0.335227272727273
2014,328,"TUBMAN ES","BL7","Reading","all","full_year",85,0.430769230769231,0.573076923076923
2014,328,"TUBMAN ES","HI7","Reading","all","full_year",78,0.41304347826087,0.559782608695652
2014,335,"WHEATLEY EC","BL7","Reading","all","full_year",225,0.177489177489178,0.383116883116883
2014,339,"J O WILSON ES","ECONOMY","Reading","all","full_year",127,0.524271844660194,0.643203883495146
2014,427,"SOUSA MS","SPED","Reading","all","full_year",59,0.18,0.385
2014,452,"BALLOU HS","BL7","Reading","all","full_year",165,0.202479338842975,0.401859504132231
2014,467,"DUNBAR HS","All","Reading","all","full_year",85,0.267857142857143,0.450892857142857
2014,1121,"KIPP DC PROMISE PCS","SPED","Reading","all","full_year",30,0.223140545689772,0.287878833548958
2014,1138,"E.L. HAYNES KANSAS AVENUE - HIGH SCHOOL","All","Reading","all","full_year",78,0.527328071007145,0.606106725839287
2014,125,"WASHINGTON LATIN PCS MS","BL7","Reading","all","full_year",160,0.775,0.83125
2014,146,"E L  HAYNES PCS GEORGIA AVENUE","LEP","Reading","all","full_year",111,0.283950617283951,0.462962962962963
2014,153,"CESAR CHAVEZ CAPITOL HILL PCS","BL7","Reading","all","full_year",81,0.458823529411765,0.594117647058824
2014,161,"PERRY STREET PREP PCS","BL7","Reading","all","full_year",329,0.443452380952381,0.582589285714286
2014,182,"CAPITAL CITY MIDDLE SCHOOL","BL7","Reading","all","full_year",124,0.535528130367469,0.612940108639558
2014,189,"KIPP DC KEY ACADEMY PCS","ECONOMY","Reading","all","full_year",260,0.597315436241611,0.697986577181208
2014,206,"BEERS ES","BL7","Reading","all","full_year",152,0.403361344537815,0.552521008403361
2014,212,"BRENT ES","BL7","Reading","all","full_year",37,0.725806451612903,0.794354838709677
2014,212,"BRENT ES","WH7","Reading","all","full_year",58,0.837197457634268,0.877898093225701
2014,238,"GARFIELD ES","BL7","Reading","all","full_year",88,0.0833333333333333,0.3125
2014,239,"GARRISON ES","All","Reading","all","full_year",77,0.435897435897436,0.576923076923077
2014,239,"GARRISON ES","SPED","Reading","all","full_year",31,0.0865814059048257,0.162699622079424
2014,247,"C W  HARRIS ES","All","Reading","all","full_year",78,0.205479452054795,0.404109589041096
2014,254,"JANNEY ES","WH7","Reading","all","full_year",159,0.936170212765957,0.952127659574468
2014,264,"LASALLE BACKUS EC","All","Reading","all","full_year",165,0.29375,0.4703125
2014,295,"PAYNE ES","ECONOMY","Reading","all","full_year",79,0.376623376623377,0.532467532467533
2014,296,"BRUCE MONROE ES AT PARK VIEW","ECONOMY","Reading","all","full_year",142,0.307142857142857,0.480357142857143
2014,302,"RAYMOND EC","All","Reading","all","full_year",222,0.422360248447205,0.566770186335404
2014,302,"RAYMOND EC","SPED","Reading","all","full_year",36,0.0689655172413793,0.301724137931034
2014,3064,"INSPIRED TEACHING DEMONSTRATION PCS","All","Reading","all","full_year",53,0.526474585943133,0.605395488285944
2014,3068,"BASIS DC PCS","ECONOMY","Reading","all","full_year",119,0.621676357505609,0.684730297921341
2014,322,"SMOTHERS ES","All","Reading","all","full_year",93,0.3,0.475
2014,327,"TRUESDELL EC","LEP","Reading","all","full_year",94,0.288659793814433,0.466494845360825
2014,338,"WHITTIER EC","All","Reading","all","full_year",193,0.378723404255319,0.534042553191489
2014,338,"WHITTIER EC","SPED","Reading","all","full_year",50,0.027027027027027,0.27027027027027
2014,344,"KING, M L ES","All","Reading","all","full_year",148,0.387096774193548,0.540322580645161
2014,360,"CAPITOL HILL MONTESSORI SCHOOL AT LOGAN","BL7","Reading","all","full_year",29,0.580310180777281,0.615284332379174
2014,416,"JOHNSON  JOHN HAYDEN MS","BL7","Reading","all","full_year",245,0.177777777777778,0.383333333333333
2014,455,"COOLIDGE HS","BL7","Reading","all","full_year",69,0.443478260869565,0.582608695652174
2014,458,"MCKINLEY TECHNOLOGY HS","All","Reading","all","full_year",172,0.880794701986755,0.910596026490066
2014,463,"WILSON HS","ECONOMY","Reading","all","full_year",133,0.540372670807453,0.65527950310559
2014,1107,"CENTER CITY SHAW CAMPUS PCS","ECONOMY","Reading","all","full_year",147,0.302752293577982,0.477064220183486
2014,1116,"IMAGINE SOUTHEAST PCS","SPED","Reading","all","full_year",30,0.0583124129858966,0.215260344154914
2014,1121,"KIPP DC PROMISE PCS","BL7","Reading","all","full_year",196,0.53112798287161,0.648345987153707
2014,127,"CESAR CHAVEZ PCS CHAVEZ PREP","LEP","Reading","all","full_year",109,0.46875,0.6015625
2014,131,"HOPE COMMUNITY PCS LAMOND CAMPUS","ECONOMY","Reading","all","full_year",62,0.5,0.625
2014,160,"HOSPITALITY PCS","BL7","Reading","all","full_year",29,0.514285714285714,0.635714285714286
2014,160,"HOSPITALITY PCS","All","Reading","all","full_year",30,0.525,0.64375
2014,161,"PERRY STREET PREP PCS","SPED","Reading","all","full_year",68,0.16,0.37
2014,163,"IDEA PCS","BL7","Reading","all","full_year",46,0.393103448275862,0.544827586206897
2014,178,"WASHINGTON MATH SCIENCE TECH PCS","ECONOMY","Reading","all","full_year",75,0.590909090909091,0.693181818181818
2014,181,"ARTS AND TECHNOLOGY PCS","All","Reading","all","full_year",166,0.405940594059406,0.554455445544555
2014,184,"CAPITAL CITY LOWER PCS","All","Reading","all","full_year",100,0.697986577181208,0.773489932885906
2014,202,"AITON ES","ECONOMY","Reading","all","full_year",56,0.217391304347826,0.41304347826087
2014,206,"BEERS ES","All","Reading","all","full_year",152,0.403361344537815,0.552521008403361
2014,213,"BRIGHTWOOD EC","LEP","Reading","all","full_year",170,0.291666666666667,0.46875
2014,218,"D C PREPARATORY BENNING MIDDLE CAMPUS","All","Reading","all","full_year",74,0.774852539234327,0.793614827631467
2014,232,"EATON ES","BL7","Reading","all","full_year",79,0.77027027027027,0.827702702702703
2014,246,"HARDY MS","SPED","Reading","all","full_year",47,0.24,0.43
2014,254,"JANNEY ES","All","Reading","all","full_year",249,0.92018779342723,0.940140845070423
2014,258,"HEARST ES","ECONOMY","Reading","all","full_year",40,0.413635645230837,0.560226733923128
2014,262,"LANGDON EC","ECONOMY","Reading","all","full_year",136,0.586206896551724,0.689655172413793
2014,264,"LASALLE BACKUS EC","HI7","Reading","all","full_year",53,0.393939393939394,0.545454545454545
2014,288,"NALLE ES","ECONOMY","Reading","all","full_year",129,0.320512820512821,0.490384615384615
2014,290,"NOYES EC","SPED","Reading","all","full_year",29,0.151515151515152,0.363636363636364
2014,299,"PLUMMER ES","BL7","Reading","all","full_year",95,0.307692307692308,0.480769230769231
2014,300,"POWELL ES","All","Reading","all","full_year",117,0.380952380952381,0.535714285714286
2014,302,"RAYMOND EC","HI7","Reading","all","full_year",130,0.381578947368421,0.536184210526316
2014,3064,"INSPIRED TEACHING DEMONSTRATION PCS","BL7","Reading","all","full_year",33,0.482618077457416,0.56884839788118
2014,3070,"DC SCHOLARS PCS","All","Reading","all","full_year",57,0.464752965976859,0.509356885478788
2014,321,"STODDERT ES","All","Reading","all","full_year",122,0.782258064516129,0.836693548387097
2014,324,"TAKOMA EC","All","Reading","all","full_year",205,0.5,0.625
2014,338,"WHITTIER EC","BL7","Reading","all","full_year",162,0.369791666666667,0.52734375
2014,346,"BROOKLAND EC AT BUNKER HILL","BL7","Reading","all","full_year",133,0.377906976744186,0.533430232558139
2014,346,"BROOKLAND EC AT BUNKER HILL","All","Reading","all","full_year",141,0.391534391534392,0.543650793650794
2014,416,"JOHNSON  JOHN HAYDEN MS","SPED","Reading","all","full_year",66,0.0166666666666667,0.2625
2014,421,"KELLY MILLER MS","SPED","Reading","all","full_year",97,0.0869565217391304,0.315217391304348
2014,478,"PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING HS","All","Reading","all","full_year",70,0.617647058823529,0.713235294117647
2014,1116,"IMAGINE SOUTHEAST PCS","BL7","Reading","all","full_year",134,0.289256198347107,0.466942148760331
2014,1121,"KIPP DC PROMISE PCS","All","Reading","all","full_year",198,0.520815937042062,0.640611952781546
2014,1138,"E.L. HAYNES KANSAS AVENUE - HIGH SCHOOL","BL7","Reading","all","full_year",42,0.535528130367469,0.612940108639558
2014,125,"WASHINGTON LATIN PCS MS","SPED","Reading","all","full_year",28,0.525521498070724,0.565061373231497
2014,182,"CAPITAL CITY MIDDLE SCHOOL","All","Reading","all","full_year",321,0.582146454995284,0.65178871249607
2014,205,"BARNARD ES","BL7","Reading","all","full_year",106,0.597014925373134,0.697761194029851
2014,205,"BARNARD ES","SPED","Reading","all","full_year",28,0.374096987935463,0.530572740951597
2014,217,"ACHIEVEMENT PREPARATORY PCS-ELEMENTARY","ECONOMY","Reading","all","full_year",41,0.390292707880256,0.441101648890235
2014,296,"BRUCE MONROE ES AT PARK VIEW","HI7","Reading","all","full_year",104,0.305882352941176,0.479411764705882
2014,299,"PLUMMER ES","All","Reading","all","full_year",100,0.321428571428571,0.491071428571429
2014,313,"SHEPHERD ES","All","Reading","all","full_year",137,0.683453237410072,0.762589928057554
2014,315,"SIMON ES","BL7","Reading","all","full_year",109,0.372413793103448,0.529310344827586
2014,324,"TAKOMA EC","BL7","Reading","all","full_year",140,0.547008547008547,0.66025641025641
2014,344,"KING, M L ES","BL7","Reading","all","full_year",148,0.38562091503268,0.53921568627451
2014,344,"KING, M L ES","SPED","Reading","all","full_year",26,-0.0101927876435614,0.0739899446600687
2014,417,"KRAMER MS","BL7","Reading","all","full_year",325,0.1931330472103,0.394849785407725
2014,421,"KELLY MILLER MS","BL7","Reading","all","full_year",464,0.233727810650888,0.425295857988166
2014,442,"COLUMBIA HEIGHTS EC (CHEC)","HI7","Reading","all","full_year",330,0.411949685534591,0.558962264150943
2014,454,"CARDOZO EC","SPED","Reading","all","full_year",76,0.128642442480918,0.346481831860688
2014,109,"CESAR CHAVEZ PCS PARKSIDE UPPER","ECONOMY","Reading","all","full_year",92,0.393258426966292,0.544943820224719
2014,1206,"E.L. HAYNES PCS KANSAS AVENUE (ELEMENTARY SCHOOL)","WH7","Reading","all","full_year",25,0.906013197980744,0.913845431482348
2014,153,"CESAR CHAVEZ CAPITOL HILL PCS","All","Reading","all","full_year",107,0.465346534653465,0.599009900990099
2014,161,"PERRY STREET PREP PCS","All","Reading","all","full_year",339,0.440579710144928,0.580434782608696
2014,173,"ROOTS PCS","ECONOMY","Reading","all","full_year",31,0.533333333333333,0.65
2014,199,"D C  BILINGUAL PCS","ECONOMY","Reading","all","full_year",139,0.352380952380952,0.514285714285714
2014,206,"BEERS ES","SPED","Reading","all","full_year",38,0.122871042761918,0.269059202301598
2014,220,"BURROUGHS EC","SPED","Reading","all","full_year",43,0.103448275862069,0.327586206896552
2014,232,"EATON ES","WH7","Reading","all","full_year",85,0.87037037037037,0.902777777777778
2014,238,"GARFIELD ES","All","Reading","all","full_year",88,0.0833333333333333,0.3125
2014,246,"HARDY MS","All","Reading","all","full_year",348,0.662551440329218,0.746913580246914
2014,247,"C W  HARRIS ES","BL7","Reading","all","full_year",78,0.205479452054795,0.404109589041096
2014,252,"HYDE ADDISON ES","WH7","Reading","all","full_year",53,0.837837837837838,0.878378378378378
2014,261,"LAFAYETTE ES","ECONOMY","Reading","all","full_year",25,0.560048805441232,0.596711404987796
2014,266,"LECKIE ES","All","Reading","all","full_year",97,0.366197183098592,0.524647887323944
2014,280,"MINER ES","BL7","Reading","all","full_year",126,0.351724137931034,0.513793103448276
2014,292,"OYSTER ADAMS BILINGUAL SCHOOL (OYSTER)","LEP","Reading","all","full_year",92,0.658730158730159,0.744047619047619
2014,3067,"RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS","ECONOMY","Reading","all","full_year",105,0.276616414461606,0.457462310846205
2014,307,"SAVOY ES","ECONOMY","Reading","all","full_year",153,0.210526315789474,0.407894736842105
2014,3071,"KIPP DC HEIGHTS ACADEMY PCS","All","Reading","all","full_year",90,0.413290977672766,0.462183396200035
2014,313,"SHEPHERD ES","BL7","Reading","all","full_year",108,0.691056910569106,0.768292682926829
2014,321,"STODDERT ES","BL7","Reading","all","full_year",29,0.580645161290323,0.685483870967742
2014,321,"STODDERT ES","WH7","Reading","all","full_year",66,0.912280701754386,0.934210526315789
2014,322,"SMOTHERS ES","BL7","Reading","all","full_year",88,0.30379746835443,0.477848101265823
2014,324,"TAKOMA EC","SPED","Reading","all","full_year",35,0.0763958385101758,0.307296878882632
2014,335,"WHEATLEY EC","ECONOMY","Reading","all","full_year",235,0.174757281553398,0.381067961165049
2014,108,"COMMUNITY ACADEMY CAPCS ONLINE","ECONOMY","Reading","all","full_year",39,0.583333333333333,0.6875
2014,1105,"CENTER CITY CONGRESS HEIGHTS CAMPUS PCS","All","Reading","all","full_year",129,0.321739130434783,0.491304347826087
2014,121,"KIPP DC WILL ACADEMY PCS","BL7","Reading","all","full_year",363,0.625407166123778,0.719055374592834
2014,127,"CESAR CHAVEZ PCS CHAVEZ PREP","HI7","Reading","all","full_year",189,0.478260869565217,0.608695652173913
2014,160,"HOSPITALITY PCS","ECONOMY","Reading","all","full_year",30,0.516129032258065,0.637096774193548
2014,165,"MERIDIAN PCS","SPED","Reading","all","full_year",51,0.172413793103448,0.379310344827586
2014,191,"THURGOOD MARSHALL ACADEMY PCS","BL7","Reading","all","full_year",96,0.666666666666667,0.75
2014,202,"AITON ES","BL7","Reading","all","full_year",55,0.210084033613445,0.407563025210084
2014,204,"BANCROFT ES","All","Reading","all","full_year",163,0.382022471910112,0.536516853932584
2014,204,"BANCROFT ES","SPED","Reading","all","full_year",28,0.00707017696105187,0.172558480800877
2014,217,"ACHIEVEMENT PREPARATORY PCS-ELEMENTARY","BL7","Reading","all","full_year",49,0.361450223001067,0.414662704417645
2014,252,"HYDE ADDISON ES","All","Reading","all","full_year",137,0.811764705882353,0.858823529411765
2014,257,"KETCHAM ES","ECONOMY","Reading","all","full_year",84,0.3125,0.484375
2014,258,"HEARST ES","BL7","Reading","all","full_year",76,0.592592592592593,0.694444444444444
2014,264,"LASALLE BACKUS EC","BL7","Reading","all","full_year",112,0.267716535433071,0.450787401574803
2014,291,"ORR ES","ECONOMY","Reading","all","full_year",101,0.222222222222222,0.416666666666667
2014,295,"PAYNE ES","BL7","Reading","all","full_year",75,0.375,0.53125
2014,296,"BRUCE MONROE ES AT PARK VIEW","All","Reading","all","full_year",142,0.29746835443038,0.473101265822785
2014,3067,"RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS","All","Reading","all","full_year",105,0.23454142723814,0.425906070428605
2014,326,"THOMSON ES","All","Reading","all","full_year",97,0.390728476821192,0.543046357615894
2014,402,"BENJAMIN BANNEKER HS","BL7","Reading","all","full_year",77,0.945945945945946,0.959459459459459
2014,450,"ANACOSTIA HS","BL7","Reading","all","full_year",121,0.132701421800948,0.349526066350711
2014,459,"ROOSEVELT HS AT MACFARLAND","BL7","Reading","all","full_year",52,0.222222222222222,0.416666666666667
2014,463,"WILSON HS","AS7","Reading","all","full_year",28,0.545454545454545,0.659090909090909
2014,471,"ELLINGTON SCHOOL OF THE ARTS","All","Reading","all","full_year",147,0.856209150326797,0.892156862745098
2014,1120,"NATIONAL COLLEGIATE PREP PCS","BL7","Reading","all","full_year",69,0.484375,0.61328125
2014,1120,"NATIONAL COLLEGIATE PREP PCS","All","Reading","all","full_year",69,0.484375,0.61328125
2014,1207,"CAPITAL CITY HIGH SCHOOL PCS","BL7","Reading","all","full_year",31,0.413458122935234,0.462336612690632
2014,125,"WASHINGTON LATIN PCS MS","All","Reading","all","full_year",362,0.839285714285714,0.879464285714286
2014,138,"EARLY CHILDHOOD ACADEMY PCS","BL7","Reading","all","full_year",25,0.552631578947368,0.664473684210526
2014,153,"CESAR CHAVEZ CAPITOL HILL PCS","HI7","Reading","all","full_year",25,0.484263700282185,0.613197775211639
2014,181,"ARTS AND TECHNOLOGY PCS","BL7","Reading","all","full_year",165,0.405,0.55375
2014,182,"CAPITAL CITY MIDDLE SCHOOL","SPED","Reading","all","full_year",69,0.31064160553248,0.425534671277067
2014,183,"TREE OF LIFE COMMUNITY PCS","All","Reading","all","full_year",122,0.42,0.565
2014,239,"GARRISON ES","BL7","Reading","all","full_year",57,0.418181818181818,0.563636363636364
2014,254,"JANNEY ES","BL7","Reading","all","full_year",32,0.818181818181818,0.863636363636364
2014,259,"KIMBALL ES","All","Reading","all","full_year",121,0.305785123966942,0.479338842975207
2014,266,"LECKIE ES","BL7","Reading","all","full_year",86,0.360294117647059,0.520220588235294
2014,280,"MINER ES","All","Reading","all","full_year",129,0.364864864864865,0.523648648648649
2014,285,"MOTEN ES","ECONOMY","Reading","all","full_year",136,0.244604316546763,0.433453237410072
2014,3070,"DC SCHOLARS PCS","BL7","Reading","all","full_year",55,0.448648738771012,0.494594677206761
2014,329,"TURNER ES","ECONOMY","Reading","all","full_year",148,0.412844036697248,0.559633027522936
2014,332,"WALKER JONES EC","ECONOMY","Reading","all","full_year",208,0.241830065359477,0.431372549019608
2014,333,"WATKINS ES CAPITOL HILL CLUSTER","ECONOMY","Reading","all","full_year",132,0.380952380952381,0.535714285714286
2014,407,"ELIOT HINE MS","ECONOMY","Reading","all","full_year",281,0.34375,0.5078125
2014,454,"CARDOZO EC","BL7","Reading","all","full_year",161,0.270833333333333,0.453125
2014,478,"PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING HS","BL7","Reading","all","full_year",63,0.621052631578947,0.715789473684211
2014,105,"COMMUNITY ACADEMY AMOS I","BL7","Reading","all","full_year",107,0.471698113207547,0.60377358490566
2014,1105,"CENTER CITY CONGRESS HEIGHTS CAMPUS PCS","ECONOMY","Reading","all","full_year",129,0.316831683168317,0.487623762376238
2014,1107,"CENTER CITY SHAW CAMPUS PCS","BL7","Reading","all","full_year",98,0.354545454545455,0.515909090909091
2014,1117,"WASHINGTON YU YING PCS","ECONOMY","Reading","all","full_year",28,0.339625075454327,0.449687562878606
2014,1206,"E.L. HAYNES PCS KANSAS AVENUE (ELEMENTARY SCHOOL)","HI7","Reading","all","full_year",45,0.353941745842897,0.407779933689323
2014,127,"CESAR CHAVEZ PCS CHAVEZ PREP","All","Reading","all","full_year",259,0.509433962264151,0.632075471698113
2014,146,"E L  HAYNES PCS GEORGIA AVENUE","SPED","Reading","all","full_year",75,0.423728813559322,0.567796610169492
2014,159,"ELSIE WHITLOW STOKES COMMUNITY FREEDOM PCS","BL7","Reading","all","full_year",79,0.698795180722892,0.774096385542169
2014,163,"IDEA PCS","ECONOMY","Reading","all","full_year",46,0.39344262295082,0.545081967213115
2014,165,"MERIDIAN PCS","HI7","Reading","all","full_year",95,0.513888888888889,0.635416666666667
2014,169,"OPTIONS PCS","BL7","Reading","all","full_year",136,0.131034482758621,0.348275862068966
2014,195,"EAGLE ACADEMY PCS - EAGLE CENTER AT MCGOGNEY","All","Reading","all","full_year",54,0.379586472283185,0.534689854212389
2014,196,"D C  PREPARATORY EDGEWOOD MIDDLE CAMPUS PCS","BL7","Reading","all","full_year",251,0.751111111111111,0.813333333333333
2014,198,"TWO RIVERS PCS","ECONOMY","Reading","all","full_year",160,0.549450549450549,0.662087912087912
2014,274,"MAURY ES","All","Reading","all","full_year",105,0.387096774193548,0.540322580645161
2014,284,"MARIE REED ES","All","Reading","all","full_year",109,0.41044776119403,0.557835820895522
2014,292,"OYSTER ADAMS BILINGUAL SCHOOL (OYSTER)","WH7","Reading","all","full_year",87,0.930232558139535,0.947674418604651
2014,326,"THOMSON ES","ECONOMY","Reading","all","full_year",97,0.367924528301887,0.525943396226415
2014,328,"TUBMAN ES","All","Reading","all","full_year",169,0.43452380952381,0.575892857142857
2014,336,"WEST EC","BL7","Reading","all","full_year",78,0.518072289156627,0.63855421686747
2014,452,"BALLOU HS","SPED","Reading","all","full_year",56,0.0483870967741935,0.286290322580645
2014,457,"EASTERN HS","ECONOMY","Reading","all","full_year",192,0.428998130145301,0.524165108454417
2014,463,"WILSON HS","BL7","Reading","all","full_year",156,0.561497326203209,0.671122994652406
2014,1117,"WASHINGTON YU YING PCS","BL7","Reading","all","full_year",81,0.582948711162926,0.687211533372195
2014,1123,"KIPP DC COLLEGE PREP PCS","All","Reading","all","full_year",107,0.773809523809524,0.830357142857143
2014,116,"KIPP DC AIM PCS ACADEMY PCS","SPED","Reading","all","full_year",69,0.170212765957447,0.377659574468085
2014,117,"POTOMAC LIGHTHOUSE PCS","All","Reading","all","full_year",157,0.571428571428571,0.678571428571429
2014,125,"WASHINGTON LATIN PCS MS","ECONOMY","Reading","all","full_year",81,0.65024278808798,0.737682091065985
2014,133,"MAYA ANGELOU MIDDLE CAMPUS PCS","All","Reading","all","full_year",137,0.253658536585366,0.440243902439024
2014,134,"IDEAL ACADEMY PCS NORTH CAPITOL STREET CAMPUS ES","BL7","Reading","all","full_year",111,0.348148148148148,0.511111111111111
2014,135,"MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS","All","Reading","all","full_year",160,0.4,0.55
2014,135,"MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS","SPED","Reading","all","full_year",21,0.0815043953428706,0.311128296507153
2014,173,"ROOTS PCS","All","Reading","all","full_year",36,0.583333333333333,0.6875
2014,174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","ECONOMY","Reading","all","full_year",202,0.614814814814815,0.711111111111111
2014,204,"BANCROFT ES","HI7","Reading","all","full_year",133,0.3046875,0.478515625
2014,213,"BRIGHTWOOD EC","ECONOMY","Reading","all","full_year",272,0.364,0.523
2014,232,"EATON ES","All","Reading","all","full_year",209,0.790123456790123,0.842592592592593
2014,294,"PATTERSON ES","BL7","Reading","all","full_year",108,0.333333333333333,0.5
2014,302,"RAYMOND EC","BL7","Reading","all","full_year",88,0.463414634146341,0.597560975609756
2014,316,"RANDLE HIGHLANDS ES","BL7","Reading","all","full_year",109,0.366666666666667,0.525
2014,319,"STANTON ES","BL7","Reading","all","full_year",221,0.0923076923076923,0.319230769230769
2014,324,"TAKOMA EC","HI7","Reading","all","full_year",56,0.369565217391304,0.527173913043478
2014,330,"TYLER ES","BL7","Reading","all","full_year",104,0.273684210526316,0.455263157894737
2014,335,"WHEATLEY EC","SPED","Reading","all","full_year",56,0.0181818181818182,0.263636363636364
2014,413,"HART MS","SPED","Reading","all","full_year",144,0.100917431192661,0.325688073394495
2014,427,"SOUSA MS","ECONOMY","Reading","all","full_year",281,0.37280701754386,0.529605263157895
2014,435,"MCKINLEY MIDDLE SCHOOL","SPED","Reading","all","full_year",46,0.163720255834699,0.233410234515141
2014,442,"COLUMBIA HEIGHTS EC (CHEC)","LEP","Reading","all","full_year",214,0.25,0.4375
2014,463,"WILSON HS","HI7","Reading","all","full_year",65,0.675324675324675,0.756493506493507
2014,464,"WOODSON H D HS","All","Reading","all","full_year",154,0.133802816901408,0.350352112676056
2014,105,"COMMUNITY ACADEMY AMOS I","SPED","Reading","all","full_year",32,0.00361395576289519,0.169678296469079
2014,1103,"CENTER CITY BRIGHTWOOD CAMPUS PCS","All","Reading","all","full_year",139,0.439252336448598,0.579439252336449
2014,1110,"D C  PREPARATORY BENNING CAMPUS PCS","BL7","Reading","all","full_year",57,0.514824196620057,0.595686830516714
2014,113,"FRIENDSHIP PCS SOUTHEAST ACADEMY","All","Reading","all","full_year",215,0.302631578947368,0.476973684210526
2014,1138,"E.L. HAYNES KANSAS AVENUE - HIGH SCHOOL","HI7","Reading","all","full_year",33,0.482969300732759,0.569141083943966
2014,1206,"E.L. HAYNES PCS KANSAS AVENUE (ELEMENTARY SCHOOL)","All","Reading","all","full_year",146,0.561646744402963,0.634705620335802
2014,121,"KIPP DC WILL ACADEMY PCS","ECONOMY","Reading","all","full_year",279,0.603921568627451,0.702941176470588
2014,133,"MAYA ANGELOU MIDDLE CAMPUS PCS","ECONOMY","Reading","all","full_year",137,0.256410256410256,0.442307692307692
2014,169,"OPTIONS PCS","SPED","Reading","all","full_year",88,0.121212121212121,0.340909090909091
2014,187,"SOMERSET PCS","ECONOMY","Reading","all","full_year",146,0.383610449276848,0.434976245170444
2014,196,"D C  PREPARATORY EDGEWOOD MIDDLE CAMPUS PCS","All","Reading","all","full_year",273,0.743801652892562,0.807851239669422
2014,196,"D C  PREPARATORY EDGEWOOD MIDDLE CAMPUS PCS","SPED","Reading","all","full_year",45,0.404761904761905,0.553571428571429
2014,222,"PAUL PUBLIC CHARTER SCHOOL - INTERNATIONAL HIGH SCHOOL","BL7","Reading","all","full_year",68,0.508809166578498,0.54974173603029
2014,273,"MANN ES","All","Reading","all","full_year",94,0.910714285714286,0.933035714285714
