"year","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2010,"Economy","grade 10","read","full_year",2734,2280,893,308,1079,765,128
2011,"All","All","math","full_year",31974,31081,14760,5436,10885,11069,3691
2011,"All","All","read","full_year",31974,31096,14226,5026,11844,11377,2849
2011,"All","grade 5","math","full_year",4792,4717,2138,847,1732,1547,591
2011,"All","grade 5","read","full_year",4792,4719,2168,761,1790,1799,369
2011,"All","grade 6","math","full_year",4355,4273,1987,616,1670,1373,614
2011,"All","grade 6","read","full_year",4355,4269,1854,632,1783,1613,241
2011,"All","grade 4","math","full_year",4809,4715,2183,880,1652,1645,538
2011,"All","grade 4","read","full_year",4809,4713,2086,870,1757,1691,395
2011,"All","grade 7","math","full_year",4417,4354,2482,611,1261,1878,604
2011,"All","grade 7","read","full_year",4417,4350,2149,474,1727,1532,617
2011,"All","grade 3","math","full_year",4811,4728,1714,1060,1954,1157,557
2011,"All","grade 3","read","full_year",4811,4728,1968,1041,1719,1778,190
2011,"All","grade 8","math","full_year",4291,4169,2481,528,1160,1969,512
2011,"All","grade 8","read","full_year",4291,4168,2095,540,1533,1546,549
2011,"All","grade 10","math","full_year",4499,4125,1775,894,1456,1500,275
2011,"All","grade 10","read","full_year",4499,4149,1906,708,1535,1418,488
2011,"MALE","All","math","full_year",16093,15600,7034,3074,5492,5187,1847
2011,"MALE","All","read","full_year",16093,15603,6379,3215,6009,5211,1168
2011,"MALE","grade 5","math","full_year",2452,2411,1071,480,860,762,309
2011,"MALE","grade 5","read","full_year",2452,2411,984,462,965,817,167
2011,"MALE","grade 7","math","full_year",2229,2192,1139,360,693,847,292
2011,"MALE","grade 7","read","full_year",2229,2189,951,329,909,703,248
2011,"MALE","grade 4","math","full_year",2439,2390,1067,514,809,798,269
2011,"MALE","grade 4","read","full_year",2439,2386,982,569,835,815,167
2011,"MALE","grade 8","math","full_year",2154,2089,1170,301,618,915,255
2011,"MALE","grade 8","read","full_year",2154,2087,939,350,798,732,207
2011,"MALE","grade 6","math","full_year",2208,2158,948,341,869,654,294
2011,"MALE","grade 6","read","full_year",2208,2156,819,428,909,721,98
2011,"MALE","grade 3","math","full_year",2467,2421,846,602,973,551,295
2011,"MALE","grade 3","read","full_year",2467,2420,911,649,860,812,99
2011,"MALE","grade 10","math","full_year",2144,1939,793,476,670,660,133
2011,"MALE","grade 10","read","full_year",2144,1954,793,428,733,611,182
2011,"FEMALE","All","math","full_year",15881,15481,7726,2362,5393,5882,1844
2011,"FEMALE","All","read","full_year",15881,15493,7847,1811,5835,6166,1681
2011,"FEMALE","grade 5","math","full_year",2340,2306,1067,367,872,785,282
