"year","lea_code","lea_name","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","all","math","full_year",396,373,310,13,50,165,145
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","all","read","full_year",396,372,288,15,69,188,100
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","math","full_year",47,42,32,2,8,19,13
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","read","full_year",47,42,29,2,11,20,9
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","math","full_year",80,78,61,0,17,40,21
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","read","full_year",80,78,60,3,15,46,14
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","math","full_year",76,71,59,4,8,32,27
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","read","full_year",76,71,54,5,12,38,16
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","math","full_year",55,53,48,0,5,26,22
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","read","full_year",55,52,45,0,7,30,15
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","math","full_year",45,43,33,5,5,9,24
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","read","full_year",45,43,30,3,10,21,9
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","math","full_year",53,49,44,0,5,21,23
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","read","full_year",53,49,38,1,10,17,21
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","math","full_year",40,37,33,2,2,18,15
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","read","full_year",40,37,32,1,4,16,16
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","math","full_year",15799,14934,5512,3746,5676,4610,902
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","read","full_year",15799,14961,5723,3077,6161,4916,807
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 10","math","full_year",2329,1789,719,434,636,595,124
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 10","read","full_year",2329,1794,759,277,758,593,166
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","math","full_year",1923,1864,728,503,633,612,116
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","read","full_year",1923,1870,713,311,846,554,159
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","math","full_year",2068,1992,733,524,735,649,84
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","read","full_year",2068,2004,740,383,881,601,139
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","math","full_year",2614,2577,1031,583,963,874,157
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","read","full_year",2614,2578,1035,550,993,928,107
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","math","full_year",2570,2515,789,706,1020,667,122
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","read","full_year",2570,2515,898,708,909,801,97
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","math","full_year",2266,2217,838,495,884,681,157
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","read","full_year",2266,2220,889,434,897,801,88
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","math","full_year",2029,1980,674,501,805,532,142
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","read","full_year",2029,1980,689,414,877,638,51
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","all","math","full_year",2421,2338,1119,383,836,910,209
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","all","read","full_year",2421,2338,1008,379,951,837,171
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 10","math","full_year",323,284,129,46,109,112,17
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 10","read","full_year",323,286,112,41,133,93,19
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 4","math","full_year",439,434,225,53,156,177,48
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 4","read","full_year",439,435,196,74,165,167,29
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 5","math","full_year",400,393,215,37,141,166,49
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 5","read","full_year",400,393,188,46,159,161,27
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 3","math","full_year",458,454,162,100,192,138,24
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 3","read","full_year",458,452,168,108,176,143,25
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 6","math","full_year",298,291,132,52,107,105,27
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 6","read","full_year",298,291,115,45,131,103,12
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 8","math","full_year",258,242,129,42,71,103,26
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 8","read","full_year",258,242,116,30,96,85,31
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 7","math","full_year",245,240,127,53,60,109,18
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 7","read","full_year",245,239,113,35,91,85,28
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","all","math","full_year",1576,1551,1370,60,121,611,759
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","all","read","full_year",1576,1553,1385,48,120,731,654
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 10","math","full_year",141,129,118,4,7,44,74
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 10","read","full_year",141,130,120,3,7,47,73
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 3","math","full_year",357,356,305,14,37,169,136
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 3","read","full_year",357,356,308,12,36,199,109
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 4","math","full_year",320,317,278,13,26,125,153
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 4","read","full_year",320,317,282,10,25,164,118
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 7","math","full_year",160,159,143,5,11,57,86
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 7","read","full_year",160,159,142,3,14,51,91
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 8","math","full_year",143,140,120,9,11,51,69
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 8","read","full_year",143,140,123,6,11,26,97
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 5","math","full_year",247,246,227,4,15,101,126
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 5","read","full_year",247,246,222,5,19,142,80
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 6","math","full_year",208,204,179,11,14,64,115
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 6","read","full_year",208,205,188,9,8,102,86
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","all","math","full_year",4291,3901,622,2018,1261,447,175
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","all","read","full_year",4291,3916,567,1982,1367,396,171
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 10","math","full_year",590,351,51,197,103,38,13
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 10","read","full_year",590,356,58,154,144,40,18
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 7","math","full_year",612,589,94,316,179,67,27
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 7","read","full_year",612,591,86,237,268,52,34
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 8","math","full_year",711,675,115,323,237,91,24
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 8","read","full_year",711,682,111,300,271,83,28
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 4","math","full_year",634,615,128,299,188,90,38
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 4","read","full_year",634,615,96,332,187,69,27
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 3","math","full_year",526,506,72,272,162,53,19
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 3","read","full_year",526,504,56,333,115,36,20
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 5","math","full_year",621,600,87,303,210,65,22
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 5","read","full_year",621,601,82,319,200,60,22
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 6","math","full_year",597,565,75,308,182,43,32
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 6","read","full_year",597,567,78,307,182,56,22
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","all","math","full_year",2340,2241,1011,391,839,789,222
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","all","read","full_year",2340,2239,880,412,947,753,127
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 10","math","full_year",220,201,71,42,88,62,9
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 10","read","full_year",220,202,46,46,110,41,5
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 4","math","full_year",543,527,288,61,178,213,75
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 4","read","full_year",543,528,259,89,180,218,41
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 5","math","full_year",384,371,197,36,138,153,44
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 5","read","full_year",384,370,167,45,158,151,16
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 3","math","full_year",561,548,214,107,227,175,39
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 3","read","full_year",561,546,218,116,212,187,31
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 8","math","full_year",190,168,69,40,59,51,18
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 8","read","full_year",190,167,53,29,85,40,13
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 7","math","full_year",195,187,87,49,51,70,17
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 7","read","full_year",195,187,66,34,87,51,15
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 6","math","full_year",247,239,85,56,98,65,20
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 6","read","full_year",247,239,71,53,115,65,6
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","all","math","full_year",14336,13742,4829,3462,5451,4060,769
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","all","read","full_year",14336,13765,4796,2961,6008,4218,578
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","math","full_year",1865,1473,545,367,561,457,88
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","read","full_year",1865,1479,550,243,686,457,93
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 4","math","full_year",2480,2450,956,554,940,803,153
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 4","read","full_year",2480,2453,898,553,1002,804,94
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 5","math","full_year",2156,2126,782,455,889,643,139
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 5","read","full_year",2156,2127,793,411,923,724,69
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 3","math","full_year",2543,2510,731,725,1054,618,113
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 3","read","full_year",2543,2508,817,744,947,727,90
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","math","full_year",1840,1818,594,462,762,475,119
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","read","full_year",1840,1818,576,396,846,537,39
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","math","full_year",1779,1728,608,447,673,530,78
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","read","full_year",1779,1739,586,333,820,500,86
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","math","full_year",1673,1637,613,452,572,534,79
2010,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","read","full_year",1673,1641,576,281,784,469,107
2011,0,"CHARTER SECTOR LEA","All","all","math","full_year",11806,11670,6261,1292,4117,4889,1372
2011,0,"CHARTER SECTOR LEA","All","all","read","full_year",11806,11665,5804,1228,4633,4822,982
2011,0,"CHARTER SECTOR LEA","All","grade 5","math","full_year",1615,1610,802,207,601,614,188
2011,0,"CHARTER SECTOR LEA","All","grade 5","read","full_year",1615,1612,743,218,651,652,91
2011,0,"CHARTER SECTOR LEA","All","grade 6","math","full_year",1971,1959,1010,176,773,718,292
2011,0,"CHARTER SECTOR LEA","All","grade 6","read","full_year",1971,1957,923,177,857,822,101
2011,0,"CHARTER SECTOR LEA","All","grade 4","math","full_year",1541,1532,701,235,596,572,129
2011,0,"CHARTER SECTOR LEA","All","grade 4","read","full_year",1541,1530,658,233,639,578,80
2011,0,"CHARTER SECTOR LEA","All","grade 7","math","full_year",1944,1930,1297,141,492,1006,291
2011,0,"CHARTER SECTOR LEA","All","grade 7","read","full_year",1944,1928,1088,102,738,800,288
2011,0,"CHARTER SECTOR LEA","All","grade 3","math","full_year",1458,1433,479,261,693,355,124
2011,0,"CHARTER SECTOR LEA","All","grade 3","read","full_year",1458,1435,618,270,547,570,48
2011,0,"CHARTER SECTOR LEA","All","grade 8","math","full_year",1850,1830,1289,109,432,1012,277
2011,0,"CHARTER SECTOR LEA","All","grade 8","read","full_year",1850,1829,1096,121,612,834,262
2011,0,"CHARTER SECTOR LEA","All","grade 10","math","full_year",1427,1376,683,163,530,612,71
2011,0,"CHARTER SECTOR LEA","All","grade 10","read","full_year",1427,1374,678,107,589,566,112
2011,0,"CHARTER SECTOR LEA","MALE","all","math","full_year",5771,5703,2982,695,2026,2313,669
2011,0,"CHARTER SECTOR LEA","MALE","all","read","full_year",5771,5698,2595,773,2330,2197,398
2011,0,"CHARTER SECTOR LEA","MALE","grade 5","math","full_year",795,793,412,107,274,307,105
2011,0,"CHARTER SECTOR LEA","MALE","grade 5","read","full_year",795,794,328,126,340,288,40
2011,0,"CHARTER SECTOR LEA","MALE","grade 7","math","full_year",921,914,574,77,263,442,132
2011,0,"CHARTER SECTOR LEA","MALE","grade 7","read","full_year",921,913,470,72,371,361,109
2011,0,"CHARTER SECTOR LEA","MALE","grade 4","math","full_year",775,772,351,143,278,279,72
2011,0,"CHARTER SECTOR LEA","MALE","grade 4","read","full_year",775,769,318,151,300,280,38
2011,0,"CHARTER SECTOR LEA","MALE","grade 8","math","full_year",875,865,600,51,214,476,124
2011,0,"CHARTER SECTOR LEA","MALE","grade 8","read","full_year",875,864,478,71,315,381,97
2011,0,"CHARTER SECTOR LEA","MALE","grade 6","math","full_year",968,958,477,87,394,340,137
2011,0,"CHARTER SECTOR LEA","MALE","grade 6","read","full_year",968,958,394,115,449,354,40
2011,0,"CHARTER SECTOR LEA","MALE","grade 3","math","full_year",776,761,248,147,366,181,67
2011,0,"CHARTER SECTOR LEA","MALE","grade 3","read","full_year",776,761,297,174,290,269,28
2011,0,"CHARTER SECTOR LEA","MALE","grade 10","math","full_year",661,640,320,83,237,288,32
2011,0,"CHARTER SECTOR LEA","MALE","grade 10","read","full_year",661,639,310,64,265,264,46
2011,0,"CHARTER SECTOR LEA","FEMALE","all","math","full_year",6035,5967,3279,597,2091,2576,703
2011,0,"CHARTER SECTOR LEA","FEMALE","all","read","full_year",6035,5967,3209,455,2303,2625,584
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 5","math","full_year",820,817,390,100,327,307,83
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 5","read","full_year",820,818,415,92,311,364,51
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 6","math","full_year",1003,1001,533,89,379,378,155
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 6","read","full_year",1003,999,529,62,408,468,61
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 4","math","full_year",766,760,350,92,318,293,57
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 4","read","full_year",766,761,340,82,339,298,42
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 3","math","full_year",682,672,231,114,327,174,57
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 3","read","full_year",682,674,321,96,257,301,20
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 7","math","full_year",1023,1016,723,64,229,564,159
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 7","read","full_year",1023,1015,618,30,367,439,179
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 8","math","full_year",975,965,689,58,218,536,153
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 8","read","full_year",975,965,618,50,297,453,165
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 10","math","full_year",766,736,363,80,293,324,39
2011,0,"CHARTER SECTOR LEA","FEMALE","grade 10","read","full_year",766,735,368,43,324,302,66
2011,0,"CHARTER SECTOR LEA","AS7","all","math","full_year",68,67,58,1,8,36,22
2011,0,"CHARTER SECTOR LEA","AS7","all","read","full_year",68,67,54,6,7,36,18
2011,0,"CHARTER SECTOR LEA","BL7","all","math","full_year",10304,10190,5261,1189,3740,4216,1045
2011,0,"CHARTER SECTOR LEA","BL7","all","read","full_year",10304,10189,4949,1088,4152,4200,749
2011,0,"CHARTER SECTOR LEA","BL7","grade 5","math","full_year",1392,1390,671,183,536,532,139
2011,0,"CHARTER SECTOR LEA","BL7","grade 5","read","full_year",1392,1391,636,173,582,572,64
2011,0,"CHARTER SECTOR LEA","BL7","grade 6","math","full_year",1686,1678,809,159,710,595,214
2011,0,"CHARTER SECTOR LEA","BL7","grade 6","read","full_year",1686,1677,763,157,757,697,66
2011,0,"CHARTER SECTOR LEA","BL7","grade 4","math","full_year",1346,1338,588,214,536,489,99
2011,0,"CHARTER SECTOR LEA","BL7","grade 4","read","full_year",1346,1339,560,209,570,504,56
2011,0,"CHARTER SECTOR LEA","BL7","grade 7","math","full_year",1716,1706,1115,136,455,887,228
2011,0,"CHARTER SECTOR LEA","BL7","grade 7","read","full_year",1716,1704,944,94,666,713,231
2011,0,"CHARTER SECTOR LEA","BL7","grade 3","math","full_year",1207,1182,347,235,600,266,81
2011,0,"CHARTER SECTOR LEA","BL7","grade 3","read","full_year",1207,1184,482,240,462,449,33
2011,0,"CHARTER SECTOR LEA","BL7","grade 8","math","full_year",1629,1610,1103,105,402,880,223
2011,0,"CHARTER SECTOR LEA","BL7","grade 8","read","full_year",1629,1610,942,111,557,740,202
2011,0,"CHARTER SECTOR LEA","BL7","grade 10","math","full_year",1328,1286,628,157,501,567,61
2011,0,"CHARTER SECTOR LEA","BL7","grade 10","read","full_year",1328,1284,622,104,558,525,97
2011,0,"CHARTER SECTOR LEA","HI7","all","math","full_year",1096,1076,644,96,336,499,145
2011,0,"CHARTER SECTOR LEA","HI7","all","read","full_year",1096,1073,512,123,438,439,73
2011,0,"CHARTER SECTOR LEA","HI7","grade 5","math","full_year",158,155,77,21,57,57,20
2011,0,"CHARTER SECTOR LEA","HI7","grade 5","read","full_year",158,156,61,31,64,57,4
2011,0,"CHARTER SECTOR LEA","HI7","grade 7","math","full_year",158,154,121,5,28,95,26
2011,0,"CHARTER SECTOR LEA","HI7","grade 7","read","full_year",158,154,82,7,65,64,18
2011,0,"CHARTER SECTOR LEA","HI7","grade 8","math","full_year",161,160,127,4,29,98,29
2011,0,"CHARTER SECTOR LEA","HI7","grade 8","read","full_year",161,159,99,10,50,73,26
2011,0,"CHARTER SECTOR LEA","HI7","grade 6","math","full_year",216,213,141,15,57,98,43
2011,0,"CHARTER SECTOR LEA","HI7","grade 6","read","full_year",216,213,101,19,93,93,8
2011,0,"CHARTER SECTOR LEA","HI7","grade 3","math","full_year",181,181,75,24,82,58,17
2011,0,"CHARTER SECTOR LEA","HI7","grade 3","read","full_year",181,181,76,29,76,71,5
2011,0,"CHARTER SECTOR LEA","HI7","grade 4","math","full_year",141,141,64,21,56,59,5
2011,0,"CHARTER SECTOR LEA","HI7","grade 4","read","full_year",141,138,53,24,61,51,2
2011,0,"CHARTER SECTOR LEA","HI7","grade 10","math","full_year",81,72,39,6,27,34,5
2011,0,"CHARTER SECTOR LEA","HI7","grade 10","read","full_year",81,72,40,3,29,30,10
2011,0,"CHARTER SECTOR LEA","WH7","all","math","full_year",334,333,296,5,32,136,160
2011,0,"CHARTER SECTOR LEA","WH7","all","read","full_year",334,332,288,9,35,146,142
2011,0,"CHARTER SECTOR LEA","WH7","grade 4","math","full_year",48,47,43,0,4,19,24
2011,0,"CHARTER SECTOR LEA","WH7","grade 4","read","full_year",48,47,41,0,6,20,21
2011,0,"CHARTER SECTOR LEA","WH7","grade 7","math","full_year",57,57,49,0,8,17,32
2011,0,"CHARTER SECTOR LEA","WH7","grade 7","read","full_year",57,57,50,0,7,17,33
2011,0,"CHARTER SECTOR LEA","WH7","grade 6","math","full_year",58,58,51,2,5,20,31
2011,0,"CHARTER SECTOR LEA","WH7","grade 6","read","full_year",58,57,49,1,7,26,23
2011,0,"CHARTER SECTOR LEA","WH7","grade 3","math","full_year",58,58,51,1,6,27,24
2011,0,"CHARTER SECTOR LEA","WH7","grade 3","read","full_year",58,58,52,0,6,43,9
2011,0,"CHARTER SECTOR LEA","WH7","grade 5","math","full_year",56,56,47,2,7,24,23
2011,0,"CHARTER SECTOR LEA","WH7","grade 5","read","full_year",56,56,43,8,5,21,22
2011,0,"CHARTER SECTOR LEA","WH7","grade 8","math","full_year",45,45,44,0,1,23,21
2011,0,"CHARTER SECTOR LEA","WH7","grade 8","read","full_year",45,45,41,0,4,12,29
2011,0,"CHARTER SECTOR LEA","SPED","all","math","full_year",1907,1867,506,554,807,409,97
2011,0,"CHARTER SECTOR LEA","SPED","all","read","full_year",1907,1866,399,615,852,310,89
2011,0,"CHARTER SECTOR LEA","SPED","grade 7","math","full_year",307,304,113,66,125,100,13
2011,0,"CHARTER SECTOR LEA","SPED","grade 7","read","full_year",307,304,73,66,165,53,20
2011,0,"CHARTER SECTOR LEA","SPED","grade 5","math","full_year",269,268,61,106,101,51,10
2011,0,"CHARTER SECTOR LEA","SPED","grade 5","read","full_year",269,268,47,107,114,39,8
2011,0,"CHARTER SECTOR LEA","SPED","grade 3","math","full_year",225,221,40,76,105,27,13
2011,0,"CHARTER SECTOR LEA","SPED","grade 3","read","full_year",225,221,46,99,76,35,11
2011,0,"CHARTER SECTOR LEA","SPED","grade 8","math","full_year",298,290,117,56,117,99,18
2011,0,"CHARTER SECTOR LEA","SPED","grade 8","read","full_year",298,291,79,79,133,64,15
2011,0,"CHARTER SECTOR LEA","SPED","grade 6","math","full_year",303,299,69,83,147,50,19
2011,0,"CHARTER SECTOR LEA","SPED","grade 6","read","full_year",303,299,50,97,152,35,15
2011,0,"CHARTER SECTOR LEA","SPED","grade 4","math","full_year",245,241,62,79,100,47,15
2011,0,"CHARTER SECTOR LEA","SPED","grade 4","read","full_year",245,241,48,106,87,38,10
2011,0,"CHARTER SECTOR LEA","SPED","grade 10","math","full_year",260,244,44,88,112,35,9
2011,0,"CHARTER SECTOR LEA","SPED","grade 10","read","full_year",260,242,56,61,125,46,10
2011,0,"CHARTER SECTOR LEA","LEP","all","math","full_year",815,803,406,85,312,333,73
2011,0,"CHARTER SECTOR LEA","LEP","all","read","full_year",815,797,293,117,387,278,15
2011,0,"CHARTER SECTOR LEA","LEP","grade 5","math","full_year",117,115,42,22,51,34,8
2011,0,"CHARTER SECTOR LEA","LEP","grade 5","read","full_year",117,116,30,31,55,30,0
2011,0,"CHARTER SECTOR LEA","LEP","grade 3","math","full_year",164,164,61,24,79,50,11
2011,0,"CHARTER SECTOR LEA","LEP","grade 3","read","full_year",164,164,61,30,73,59,2
2011,0,"CHARTER SECTOR LEA","LEP","grade 8","math","full_year",99,97,62,3,32,53,9
2011,0,"CHARTER SECTOR LEA","LEP","grade 8","read","full_year",99,95,45,10,40,42,3
2011,0,"CHARTER SECTOR LEA","LEP","grade 6","math","full_year",157,153,90,12,51,64,26
2011,0,"CHARTER SECTOR LEA","LEP","grade 6","read","full_year",157,151,57,16,78,55,2
2011,0,"CHARTER SECTOR LEA","LEP","grade 4","math","full_year",123,123,53,17,53,51,2
2011,0,"CHARTER SECTOR LEA","LEP","grade 4","read","full_year",123,121,36,21,64,36,0
2011,0,"CHARTER SECTOR LEA","LEP","grade 7","math","full_year",124,121,86,5,30,70,16
2011,0,"CHARTER SECTOR LEA","LEP","grade 7","read","full_year",124,120,53,9,58,45,8
2011,0,"CHARTER SECTOR LEA","LEP","grade 10","math","full_year",31,30,12,2,16,11,1
2011,0,"CHARTER SECTOR LEA","LEP","grade 10","read","full_year",31,30,11,0,19,11,0
2011,0,"CHARTER SECTOR LEA","Economy","all","math","full_year",8851,8748,4449,1075,3224,3588,861
2011,0,"CHARTER SECTOR LEA","Economy","all","read","full_year",8851,8744,3983,1044,3717,3443,540
2011,0,"CHARTER SECTOR LEA","Economy","grade 5","math","full_year",1229,1224,575,170,479,455,120
2011,0,"CHARTER SECTOR LEA","Economy","grade 5","read","full_year",1229,1226,513,171,542,469,44
2011,0,"CHARTER SECTOR LEA","Economy","grade 6","math","full_year",1441,1434,698,151,585,517,181
2011,0,"CHARTER SECTOR LEA","Economy","grade 6","read","full_year",1441,1432,602,153,677,560,42
