"year","lea_code","lea_name","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","math","all",50,48,41,2,5,13,28
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","read","all",50,48,34,4,10,29,5
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","math","all",64,59,55,0,4,16,39
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","read","all",64,59,51,0,8,42,9
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","math","all",66,60,49,2,9,25,24
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","read","all",66,59,46,2,11,38,8
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","math","all",48,47,43,0,4,23,20
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","read","all",48,45,37,1,7,22,15
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","math","all",53,52,42,1,9,22,20
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","read","all",53,52,39,1,12,33,6
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","math","all",56,54,44,2,8,19,25
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","read","all",56,54,41,4,9,27,14
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","math","all",46,41,38,1,2,12,26
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","read","all",46,41,32,2,7,16,16
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","math","all",13477,13175,5418,2787,4970,4310,1108
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","read","all",13477,13142,5104,2477,5561,4415,689
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","math","all",2211,2202,746,499,957,589,157
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","read","all",2211,2201,696,653,852,640,56
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","math","all",1712,1699,753,329,617,634,119
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","read","all",1712,1702,743,182,777,590,153
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","math","all",2027,2015,909,473,633,699,210
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","read","all",2027,2016,739,393,884,670,69
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","math","all",1627,1618,546,415,657,419,127
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","read","all",1627,1622,523,366,733,480,43
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","math","all",1990,1984,753,466,765,561,192
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","read","all",1990,1943,823,251,869,770,53
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","math","all",1773,1751,905,228,618,726,179
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","read","all",1773,1751,744,248,759,631,113
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 10","math","all",2137,1906,806,377,723,682,124
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 10","read","all",2137,1907,836,384,687,634,202
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","all","math","all",3022,2879,1662,339,878,1206,456
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","all","read","all",3022,2871,1390,428,1053,1168,222
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 7","math","all",370,351,211,46,94,159,52
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 7","read","all",370,351,207,33,111,152,55
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 8","math","all",390,356,230,30,96,169,61
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 8","read","all",390,355,178,43,134,143,35
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 4","math","all",488,472,275,72,125,187,88
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 4","read","all",488,472,225,86,161,200,25
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 3","math","all",586,575,307,63,205,226,81
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 3","read","all",586,575,222,122,231,200,22
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 5","math","all",483,468,270,53,145,193,77
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 5","read","all",483,462,237,47,178,213,24
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 10","math","all",381,356,179,47,130,152,27
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 10","read","all",381,358,171,60,127,130,41
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 6","math","all",324,301,190,28,83,120,70
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","HI7","grade 6","read","all",324,298,150,37,111,130,20
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","all","math","all",351,343,298,15,30,131,167
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","all","read","all",351,343,286,14,43,174,112
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 8","math","all",49,49,41,2,6,18,23
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 8","read","all",49,49,36,2,11,20,16
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 10","math","all",49,45,41,2,2,27,14
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 10","read","all",49,45,38,2,5,14,24
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 7","math","all",36,35,34,1,0,13,21
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 7","read","all",36,35,32,0,3,9,23
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 5","math","all",51,49,45,0,4,23,22
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 5","read","all",51,49,45,1,3,36,9
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 4","math","all",65,65,58,2,5,20,38
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 4","read","all",65,65,58,4,3,38,20
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 3","math","all",68,67,53,5,9,24,29
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 3","read","all",68,67,51,4,12,38,13
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 6","math","all",33,33,26,3,4,6,20
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MU7","grade 6","read","all",33,33,26,1,6,19,7
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","PI7","all","math","all",22,22,14,3,5,7,7
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","PI7","all","read","all",22,22,12,1,9,8,4
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","all","math","all",2094,2046,1921,22,103,702,1219
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","all","read","all",2094,2042,1897,16,129,1085,812
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 3","math","all",521,509,463,8,38,220,243
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 3","read","all",521,509,452,11,46,319,133
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 8","math","all",204,200,192,1,7,46,146
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 8","read","all",204,199,188,0,11,73,115
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 5","math","all",292,287,269,1,17,112,157
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 5","read","all",292,287,277,0,10,198,79
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 4","math","all",423,418,401,6,11,129,272
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 4","read","all",423,416,392,0,24,237,155
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 7","math","all",219,219,208,0,11,65,143
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 7","read","all",219,219,211,0,8,55,156
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 6","math","all",241,241,230,1,10,59,171
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 6","read","all",241,240,219,1,20,161,58
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 10","math","all",194,172,158,5,9,71,87
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WH7","grade 10","read","all",194,172,158,4,10,42,116
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","all","math","all",3333,3272,695,1296,1281,479,216
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","all","read","all",3333,3266,589,1440,1237,423,166
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 7","math","all",480,478,87,200,191,63,24
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 7","read","all",480,479,95,152,232,69,26
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 8","math","all",476,470,130,136,204,89,41
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 8","read","all",476,467,82,179,206,55,27
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 5","math","all",506,505,103,203,199,68,35
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 5","read","all",506,496,107,178,211,82,25
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 4","math","all",511,511,136,215,160,98,38
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 4","read","all",511,511,92,246,173,62,30
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 10","math","all",453,407,46,166,195,44,2
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 10","read","all",453,410,47,228,135,39,8
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 3","math","all",453,452,104,171,177,61,43
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 3","read","all",453,451,85,248,118,64,21
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 6","math","all",454,449,89,205,155,56,33
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SPED","grade 6","read","all",454,452,81,209,162,52,29
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","all","math","all",2366,2153,1064,330,759,794,270
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","all","read","all",2366,2138,771,435,932,690,81
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 6","math","all",188,161,84,27,50,57,27
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 6","read","all",188,158,53,38,67,45,8
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 3","math","all",577,544,297,66,181,209,88
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 3","read","all",577,542,207,121,214,183,24
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 4","math","all",456,420,230,67,123,170,60
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 4","read","all",456,419,161,83,175,146,15
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 5","math","all",422,397,201,54,142,155,46
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 5","read","all",422,392,156,52,184,146,10
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 7","math","all",215,190,84,40,66,68,16
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 7","read","all",215,188,78,32,78,64,14
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 8","math","all",231,180,79,24,77,57,22
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 8","read","all",231,178,48,43,87,41,7
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 10","math","all",277,261,89,52,120,78,11
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","LEP","grade 10","read","all",277,261,68,66,127,65,3
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","all","math","all",14907,14483,5926,3060,5497,4724,1202
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","all","read","all",14907,14440,5298,2852,6290,4707,591
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 3","math","all",2582,2558,901,553,1104,711,190
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 3","read","all",2582,2556,766,765,1025,717,49
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","math","all",1865,1832,790,365,677,668,122
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","read","all",1865,1834,780,214,840,635,145
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 4","math","all",2315,2287,1038,529,720,798,240
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 4","read","all",2315,2288,829,469,990,762,67
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","math","all",1957,1902,964,253,685,781,183
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","read","all",1957,1901,748,286,867,643,105
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","math","all",2143,1913,725,414,774,636,89
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","read","all",2143,1916,725,432,759,596,129
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 5","math","all",2269,2248,885,512,851,675,210
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 5","read","all",2269,2201,892,296,1013,842,50
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","math","all",1776,1743,623,434,686,455,168
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","read","all",1776,1744,558,390,796,512,46
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","all","math","all",9120,8953,3246,2136,3571,2699,547
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","all","read","all",9120,8925,2881,1936,4108,2599,282
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 7","math","all",1199,1191,468,261,462,408,60
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 7","read","all",1199,1193,472,144,577,395,77
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 4","math","all",1449,1441,580,372,489,467,113
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 4","read","all",1449,1441,450,338,653,416,34
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 3","math","all",1609,1605,475,400,730,394,81
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 3","read","all",1609,1603,402,546,655,383,19
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 8","math","all",1185,1171,535,184,452,453,82
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 8","read","all",1185,1169,397,192,580,349,48
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 10","math","all",1188,1069,388,242,439,350,38
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 10","read","all",1188,1071,373,255,443,313,60
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 6","math","all",1127,1120,345,318,457,270,75
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 6","read","all",1127,1124,312,271,541,291,21
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 5","math","all",1363,1356,455,359,542,357,98
2014,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 5","read","all",1363,1324,475,190,659,452,23
2010,0,"CHARTER SECTOR LEA","All","all","math","all",11714,11452,5723,1505,4224,4603,1120
2010,0,"CHARTER SECTOR LEA","All","all","read","all",11714,11455,5533,1241,4681,4662,871
2010,0,"CHARTER SECTOR LEA","All","grade 7","math","all",1989,1963,1241,193,529,993,248
2010,0,"CHARTER SECTOR LEA","All","grade 7","read","all",1989,1968,1106,114,748,839,267
2010,0,"CHARTER SECTOR LEA","All","grade 3","math","all",1424,1419,488,297,634,387,101
2010,0,"CHARTER SECTOR LEA","All","grade 3","read","all",1424,1417,560,271,586,498,62
2010,0,"CHARTER SECTOR LEA","All","grade 5","math","all",1517,1497,677,178,642,541,136
2010,0,"CHARTER SECTOR LEA","All","grade 5","read","all",1517,1494,692,171,631,599,93
2010,0,"CHARTER SECTOR LEA","All","grade 4","math","all",1364,1355,586,244,525,473,113
2010,0,"CHARTER SECTOR LEA","All","grade 4","read","all",1364,1352,600,217,535,552,48
2010,0,"CHARTER SECTOR LEA","All","grade 6","math","all",1934,1923,954,225,744,704,250
2010,0,"CHARTER SECTOR LEA","All","grade 6","read","all",1934,1922,855,203,864,775,80
2010,0,"CHARTER SECTOR LEA","All","grade 8","math","all",1991,1968,1220,183,565,992,228
2010,0,"CHARTER SECTOR LEA","All","grade 8","read","all",1991,1972,1158,142,672,900,258
2010,0,"CHARTER SECTOR LEA","All","grade 10","math","all",1495,1327,557,185,585,513,44
2010,0,"CHARTER SECTOR LEA","All","grade 10","read","all",1495,1330,562,123,645,499,63
2010,0,"CHARTER SECTOR LEA","MALE","all","math","all",5641,5519,2728,782,2009,2157,571
2010,0,"CHARTER SECTOR LEA","MALE","all","read","all",5641,5517,2472,760,2285,2080,392
2010,0,"CHARTER SECTOR LEA","MALE","grade 3","math","all",720,719,243,163,313,189,54
2010,0,"CHARTER SECTOR LEA","MALE","grade 3","read","all",720,717,251,168,298,221,30
2010,0,"CHARTER SECTOR LEA","MALE","grade 5","math","all",772,762,335,98,329,267,68
2010,0,"CHARTER SECTOR LEA","MALE","grade 5","read","all",772,759,322,111,326,277,45
2010,0,"CHARTER SECTOR LEA","MALE","grade 4","math","all",679,673,294,114,265,232,62
2010,0,"CHARTER SECTOR LEA","MALE","grade 4","read","all",679,672,276,127,269,249,27
2010,0,"CHARTER SECTOR LEA","MALE","grade 7","math","all",947,936,590,102,244,463,127
2010,0,"CHARTER SECTOR LEA","MALE","grade 7","read","all",947,938,483,69,386,375,108
2010,0,"CHARTER SECTOR LEA","MALE","grade 6","math","all",920,916,435,118,363,317,118
2010,0,"CHARTER SECTOR LEA","MALE","grade 6","read","all",920,916,368,120,428,330,38
2010,0,"CHARTER SECTOR LEA","MALE","grade 8","math","all",950,940,581,93,266,466,115
2010,0,"CHARTER SECTOR LEA","MALE","grade 8","read","all",950,940,531,94,315,419,112
2010,0,"CHARTER SECTOR LEA","MALE","grade 10","math","all",653,573,250,94,229,223,27
2010,0,"CHARTER SECTOR LEA","MALE","grade 10","read","all",653,575,241,71,263,209,32
2010,0,"CHARTER SECTOR LEA","FEMALE","all","math","all",6073,5933,2995,723,2215,2446,549
2010,0,"CHARTER SECTOR LEA","FEMALE","all","read","all",6073,5938,3061,481,2396,2582,479
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 7","math","all",1042,1027,651,91,285,530,121
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 7","read","all",1042,1030,623,45,362,464,159
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 3","math","all",704,700,245,134,321,198,47
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 3","read","all",704,700,309,103,288,277,32
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 4","math","all",685,682,292,130,260,241,51
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 4","read","all",685,680,324,90,266,303,21
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 6","math","all",1014,1007,519,107,381,387,132
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 6","read","all",1014,1006,487,83,436,445,42
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 8","math","all",1041,1028,639,90,299,526,113
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 8","read","all",1041,1032,627,48,357,481,146
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 5","math","all",745,735,342,80,313,274,68
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 5","read","all",745,735,370,60,305,322,48
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 10","math","all",842,754,307,91,356,290,17
2010,0,"CHARTER SECTOR LEA","FEMALE","grade 10","read","all",842,755,321,52,382,290,31
2010,0,"CHARTER SECTOR LEA","AS7","all","math","all",68,67,52,2,13,37,15
2010,0,"CHARTER SECTOR LEA","AS7","all","read","all",68,67,49,0,18,39,10
2010,0,"CHARTER SECTOR LEA","AS7","grade 7","math","all",17,16,15,0,1,11,4
2010,0,"CHARTER SECTOR LEA","AS7","grade 7","read","all",17,16,12,0,4,9,3
2010,0,"CHARTER SECTOR LEA","AS7","grade 6","math","all",13,13,10,0,3,4,6
2010,0,"CHARTER SECTOR LEA","AS7","grade 6","read","all",13,13,11,0,2,9,2
2010,0,"CHARTER SECTOR LEA","BL7","all","math","all",10392,10172,4896,1407,3869,4034,862
2010,0,"CHARTER SECTOR LEA","BL7","all","read","all",10392,10185,4766,1147,4272,4105,661
2010,0,"CHARTER SECTOR LEA","BL7","grade 7","math","all",1765,1744,1069,183,492,875,194
2010,0,"CHARTER SECTOR LEA","BL7","grade 7","read","all",1765,1749,954,103,692,739,215
2010,0,"CHARTER SECTOR LEA","BL7","grade 3","math","all",1227,1224,402,271,551,324,78
2010,0,"CHARTER SECTOR LEA","BL7","grade 3","read","all",1227,1224,468,243,513,421,47
2010,0,"CHARTER SECTOR LEA","BL7","grade 5","math","all",1343,1325,559,169,597,466,93
2010,0,"CHARTER SECTOR LEA","BL7","grade 5","read","all",1343,1324,579,162,583,528,51
2010,0,"CHARTER SECTOR LEA","BL7","grade 4","math","all",1188,1179,488,219,472,405,83
2010,0,"CHARTER SECTOR LEA","BL7","grade 4","read","all",1188,1179,503,198,478,470,33
2010,0,"CHARTER SECTOR LEA","BL7","grade 6","math","all",1709,1699,804,211,684,615,189
2010,0,"CHARTER SECTOR LEA","BL7","grade 6","read","all",1709,1699,728,189,782,671,57
2010,0,"CHARTER SECTOR LEA","BL7","grade 8","math","all",1765,1744,1056,172,516,869,187
2010,0,"CHARTER SECTOR LEA","BL7","grade 8","read","all",1765,1750,1009,132,609,805,204
2010,0,"CHARTER SECTOR LEA","BL7","grade 10","math","all",1395,1257,518,182,557,480,38
2010,0,"CHARTER SECTOR LEA","BL7","grade 10","read","all",1395,1260,525,120,615,471,54
2010,0,"CHARTER SECTOR LEA","HI7","all","math","all",953,917,510,91,316,409,101
2010,0,"CHARTER SECTOR LEA","HI7","all","read","all",953,907,451,90,366,380,71
2010,0,"CHARTER SECTOR LEA","HI7","grade 7","math","all",157,154,109,10,35,83,26
2010,0,"CHARTER SECTOR LEA","HI7","grade 7","read","all",157,154,95,11,48,75,20
2010,0,"CHARTER SECTOR LEA","HI7","grade 4","math","all",133,133,62,25,46,47,15
2010,0,"CHARTER SECTOR LEA","HI7","grade 4","read","all",133,130,60,19,51,58,2
2010,0,"CHARTER SECTOR LEA","HI7","grade 8","math","all",178,177,119,10,48,101,18
2010,0,"CHARTER SECTOR LEA","HI7","grade 8","read","all",178,175,106,10,59,80,26
2010,0,"CHARTER SECTOR LEA","HI7","grade 5","math","all",111,110,61,9,40,50,11
2010,0,"CHARTER SECTOR LEA","HI7","grade 5","read","all",111,108,56,9,43,44,12
2010,0,"CHARTER SECTOR LEA","HI7","grade 6","math","all",157,156,94,11,51,72,22
2010,0,"CHARTER SECTOR LEA","HI7","grade 6","read","all",157,155,69,11,75,66,3
2010,0,"CHARTER SECTOR LEA","HI7","grade 3","math","all",134,133,39,23,71,31,8
2010,0,"CHARTER SECTOR LEA","HI7","grade 3","read","all",134,131,40,27,64,36,4
2010,0,"CHARTER SECTOR LEA","HI7","grade 10","math","all",83,54,26,3,25,25,1
2010,0,"CHARTER SECTOR LEA","HI7","grade 10","read","all",83,54,25,3,26,21,4
2010,0,"CHARTER SECTOR LEA","WH7","all","math","all",297,292,263,5,24,122,141
2010,0,"CHARTER SECTOR LEA","WH7","all","read","all",297,292,265,4,23,136,129
2010,0,"CHARTER SECTOR LEA","WH7","grade 4","math","all",38,38,33,0,5,21,12
2010,0,"CHARTER SECTOR LEA","WH7","grade 4","read","all",38,38,33,0,5,21,12
2010,0,"CHARTER SECTOR LEA","WH7","grade 3","math","all",54,53,42,2,9,27,15
2010,0,"CHARTER SECTOR LEA","WH7","grade 3","read","all",54,53,47,1,5,36,11
2010,0,"CHARTER SECTOR LEA","WH7","grade 6","math","all",54,54,46,3,5,13,33
2010,0,"CHARTER SECTOR LEA","WH7","grade 6","read","all",54,54,47,3,4,29,18
2010,0,"CHARTER SECTOR LEA","WH7","grade 5","math","all",53,52,49,0,3,20,29
2010,0,"CHARTER SECTOR LEA","WH7","grade 5","read","all",53,52,49,0,3,20,29
2010,0,"CHARTER SECTOR LEA","WH7","grade 8","math","all",39,38,38,0,0,15,23
2010,0,"CHARTER SECTOR LEA","WH7","grade 8","read","all",39,38,37,0,1,11,26
2010,0,"CHARTER SECTOR LEA","WH7","grade 7","math","all",50,49,48,0,1,24,24
2010,0,"CHARTER SECTOR LEA","WH7","grade 7","read","all",50,49,45,0,4,16,29
2010,0,"CHARTER SECTOR LEA","SPED","all","math","all",1588,1545,373,518,654,288,85
