"fiscal_year","lea_code","lea_name","indicator","value","target","weight","target_dir","on_target"
2012,115,"D.C. Preparatory Academy PCS","9",0,0,1,"down",TRUE
2012,116,"E.L. Haynes PCS","1",NA,0.85,1,"up",NA
2012,116,"E.L. Haynes PCS","10",0,0,1,"down",TRUE
2012,116,"E.L. Haynes PCS","11",1,1,1,"up",TRUE
2012,116,"E.L. Haynes PCS","12",NA,1,1,"up",NA
2012,116,"E.L. Haynes PCS","13",0.5,1,1,"up",FALSE
2012,116,"E.L. Haynes PCS","14_a",NA,0.27,0.3333,"up",NA
2012,116,"E.L. Haynes PCS","14_b",NA,0.51,0.3333,"up",NA
2012,116,"E.L. Haynes PCS","14_c",NA,0.64,0.3333,"up",NA
2012,116,"E.L. Haynes PCS","15",0.95,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","18",NA,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","19",NA,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","2",NA,0.06,1,"down",NA
2012,116,"E.L. Haynes PCS","20",NA,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","3a",0,0.5,0.3333,"up",FALSE
2012,116,"E.L. Haynes PCS","3b_math",0.983,0.95,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","3b_reading",0.967,0.95,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","3c_elem.math",0.2321,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","3c_elem.reading",0.2222,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","3c_sec.math",0.3651,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","3c_sec.reading",0.3016,NA,NA,NA,NA
2012,116,"E.L. Haynes PCS","4a",0,0,0.5,"down",TRUE
2012,116,"E.L. Haynes PCS","4b_a",0,0,0.25,"down",TRUE
2012,116,"E.L. Haynes PCS","4b_b",NA,0,0.25,"down",NA
2012,116,"E.L. Haynes PCS","5a",0.7,0.175,0.3333,"up",TRUE
2012,116,"E.L. Haynes PCS","5b",0.07,0.15,0.3333,"down",TRUE
2012,116,"E.L. Haynes PCS","5c",0.02,0.15,0.3333,"down",TRUE
2012,116,"E.L. Haynes PCS","6a",1,0.63,0.5,"up",TRUE
2012,116,"E.L. Haynes PCS","6b",0,0.15,0.5,"down",TRUE
2012,116,"E.L. Haynes PCS","7a_a",0.67,0.7,0.1667,"up",FALSE
2012,116,"E.L. Haynes PCS","7a_b",0.6,0.6,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","7b_b",0.8,0.6,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","7c_b",0.8,0.8,0.1667,"up",TRUE
2012,116,"E.L. Haynes PCS","8",NA,0.75,1,"up",NA
2012,116,"E.L. Haynes PCS","9",0,0,1,"down",TRUE
2012,117,"Eagle Academy PCS","1",NA,0.85,1,"up",NA
2012,117,"Eagle Academy PCS","10",0,0,1,"down",TRUE
2012,117,"Eagle Academy PCS","11",0.89,1,1,"up",FALSE
2012,117,"Eagle Academy PCS","12",NA,1,1,"up",NA
2012,117,"Eagle Academy PCS","13",NA,1,1,"up",NA
2012,117,"Eagle Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,117,"Eagle Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,117,"Eagle Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,117,"Eagle Academy PCS","15",0.94,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","18",NA,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","19",NA,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","2",NA,0.06,1,"down",NA
2012,117,"Eagle Academy PCS","20",NA,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","3a",NA,0.5,0.3333,"up",NA
2012,117,"Eagle Academy PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,117,"Eagle Academy PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,117,"Eagle Academy PCS","3c_elem.math",0.2308,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","3c_elem.reading",0.2308,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,117,"Eagle Academy PCS","4a",0,0,0.5,"down",TRUE
2012,117,"Eagle Academy PCS","4b_a",0,0,0.25,"down",TRUE
2012,117,"Eagle Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,117,"Eagle Academy PCS","5a",0.43,0.175,0.3333,"up",TRUE
2012,117,"Eagle Academy PCS","5b",0.14,0.15,0.3333,"down",TRUE
2012,117,"Eagle Academy PCS","5c",0,0.15,0.3333,"down",TRUE
2012,117,"Eagle Academy PCS","6a",0.14,0.63,0.5,"up",FALSE
2012,117,"Eagle Academy PCS","6b",0.21,0.15,0.5,"down",FALSE
2012,117,"Eagle Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,117,"Eagle Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,117,"Eagle Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,117,"Eagle Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,117,"Eagle Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,117,"Eagle Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,117,"Eagle Academy PCS","8",NA,0.75,1,"up",NA
2012,117,"Eagle Academy PCS","9",1,0,1,"down",FALSE
2012,118,"Early Childhood Academy PCS","1",NA,0.85,1,"up",NA
2012,118,"Early Childhood Academy PCS","10",NA,0,1,"down",NA
2012,118,"Early Childhood Academy PCS","11",NA,1,1,"up",NA
2012,118,"Early Childhood Academy PCS","12",NA,1,1,"up",NA
2012,118,"Early Childhood Academy PCS","13",NA,1,1,"up",NA
2012,118,"Early Childhood Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,118,"Early Childhood Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,118,"Early Childhood Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,118,"Early Childhood Academy PCS","15",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","18",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","19",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","2",NA,0.06,1,"down",NA
2012,118,"Early Childhood Academy PCS","20",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","3a",NA,0.5,0.3333,"up",NA
2012,118,"Early Childhood Academy PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","3c_elem.math",0,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","3c_elem.reading",0.3333,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,118,"Early Childhood Academy PCS","4a",NA,0,0.5,"down",NA
2012,118,"Early Childhood Academy PCS","4b_a",NA,0,0.25,"down",NA
2012,118,"Early Childhood Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,118,"Early Childhood Academy PCS","5a",NA,0.175,0.3333,"up",NA
2012,118,"Early Childhood Academy PCS","5b",NA,0.15,0.3333,"down",NA
2012,118,"Early Childhood Academy PCS","5c",NA,0.15,0.3333,"down",NA
2012,118,"Early Childhood Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,118,"Early Childhood Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,118,"Early Childhood Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,118,"Early Childhood Academy PCS","8",NA,0.75,1,"up",NA
2012,118,"Early Childhood Academy PCS","9",NA,0,1,"down",NA
2012,119,"Education Strengthens Families PCS","1",NA,0.85,1,"up",NA
2012,119,"Education Strengthens Families PCS","10",NA,0,1,"down",NA
2012,119,"Education Strengthens Families PCS","11",NA,1,1,"up",NA
2012,119,"Education Strengthens Families PCS","12",NA,1,1,"up",NA
2012,119,"Education Strengthens Families PCS","13",NA,1,1,"up",NA
2012,119,"Education Strengthens Families PCS","14_a",NA,0.27,0.3333,"up",NA
2012,119,"Education Strengthens Families PCS","14_b",NA,0.51,0.3333,"up",NA
2012,119,"Education Strengthens Families PCS","14_c",NA,0.64,0.3333,"up",NA
2012,119,"Education Strengthens Families PCS","15",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","18",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","19",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","2",NA,0.06,1,"down",NA
2012,119,"Education Strengthens Families PCS","20",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","3a",NA,0.5,0.3333,"up",NA
2012,119,"Education Strengthens Families PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,119,"Education Strengthens Families PCS","4a",NA,0,0.5,"down",NA
2012,119,"Education Strengthens Families PCS","4b_a",NA,0,0.25,"down",NA
2012,119,"Education Strengthens Families PCS","4b_b",NA,0,0.25,"down",NA
2012,119,"Education Strengthens Families PCS","5a",NA,0.175,0.3333,"up",NA
2012,119,"Education Strengthens Families PCS","5b",NA,0.15,0.3333,"down",NA
2012,119,"Education Strengthens Families PCS","5c",NA,0.15,0.3333,"down",NA
2012,119,"Education Strengthens Families PCS","6a",NA,0.63,0.5,"up",NA
2012,119,"Education Strengthens Families PCS","6b",NA,0.15,0.5,"down",NA
2012,119,"Education Strengthens Families PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,119,"Education Strengthens Families PCS","8",NA,0.75,1,"up",NA
2012,119,"Education Strengthens Families PCS","9",NA,0,1,"down",NA
2012,120,"Friendship PCS","1",0.7647,0.85,1,"up",FALSE
2012,120,"Friendship PCS","10",0,0,1,"down",TRUE
2012,120,"Friendship PCS","11",0.91,1,1,"up",FALSE
2012,120,"Friendship PCS","12",NA,1,1,"up",NA
2012,120,"Friendship PCS","13",0.42,1,1,"up",FALSE
2012,120,"Friendship PCS","14_a",0.5652,0.27,0.3333,"up",TRUE
2012,120,"Friendship PCS","14_b",0.5652,0.51,0.3333,"up",TRUE
2012,120,"Friendship PCS","14_c",0.6087,0.64,0.3333,"up",FALSE
2012,120,"Friendship PCS","15",0.97,NA,NA,NA,NA
2012,120,"Friendship PCS","18",NA,NA,NA,NA,NA
2012,120,"Friendship PCS","19",NA,NA,NA,NA,NA
2012,120,"Friendship PCS","2",NA,0.06,1,"down",NA
2012,120,"Friendship PCS","20",NA,NA,NA,NA,NA
2012,120,"Friendship PCS","3a",0,0.5,0.3333,"up",FALSE
2012,120,"Friendship PCS","3b_math",0.997,0.95,0.1667,"up",TRUE
2012,120,"Friendship PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,120,"Friendship PCS","3c_elem.math",0.125,NA,NA,NA,NA
2012,120,"Friendship PCS","3c_elem.reading",0.0625,NA,NA,NA,NA
2012,120,"Friendship PCS","3c_sec.math",0.2189,NA,NA,NA,NA
2012,120,"Friendship PCS","3c_sec.reading",0.1118,NA,NA,NA,NA
2012,120,"Friendship PCS","4a",1,0,0.5,"down",FALSE
2012,120,"Friendship PCS","4b_a",0,0,0.25,"down",TRUE
2012,120,"Friendship PCS","4b_b",0,0,0.25,"down",TRUE
2012,120,"Friendship PCS","5a",0.55,0.175,0.3333,"up",TRUE
2012,120,"Friendship PCS","5b",0.16,0.15,0.3333,"down",FALSE
2012,120,"Friendship PCS","5c",0.02,0.15,0.3333,"down",TRUE
2012,120,"Friendship PCS","6a",0.55,0.63,0.5,"up",FALSE
2012,120,"Friendship PCS","6b",0.05,0.15,0.5,"down",TRUE
2012,120,"Friendship PCS","7a_a",0.63,0.7,0.1667,"up",FALSE
2012,120,"Friendship PCS","7a_b",0.5,0.6,0.1667,"up",FALSE
2012,120,"Friendship PCS","7b_a",0.56,0.9,0.1667,"up",FALSE
2012,120,"Friendship PCS","7b_b",0.3,0.6,0.1667,"up",FALSE
2012,120,"Friendship PCS","7c_a",0.63,0.6,0.1667,"up",TRUE
2012,120,"Friendship PCS","7c_b",0.3,0.8,0.1667,"up",FALSE
2012,120,"Friendship PCS","8",NA,0.75,1,"up",NA
2012,120,"Friendship PCS","9",0,0,1,"down",TRUE
2012,121,"Hope Community Academy PCS","1",NA,0.85,1,"up",NA
2012,121,"Hope Community Academy PCS","10",0,0,1,"down",TRUE
2012,121,"Hope Community Academy PCS","11",0.8,1,1,"up",FALSE
2012,121,"Hope Community Academy PCS","12",NA,1,1,"up",NA
2012,121,"Hope Community Academy PCS","13",NA,1,1,"up",NA
2012,121,"Hope Community Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,121,"Hope Community Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,121,"Hope Community Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,121,"Hope Community Academy PCS","15",0.37,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","18",NA,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","19",NA,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","2",NA,0.06,1,"down",NA
2012,121,"Hope Community Academy PCS","20",NA,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","3a",0,0.5,0.3333,"up",FALSE
2012,121,"Hope Community Academy PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,121,"Hope Community Academy PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,121,"Hope Community Academy PCS","3c_elem.math",0.3415,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","3c_elem.reading",0.2439,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","3c_sec.math",0.3636,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","3c_sec.reading",0.3636,NA,NA,NA,NA
2012,121,"Hope Community Academy PCS","4a",0,0,0.5,"down",TRUE
2012,121,"Hope Community Academy PCS","4b_a",0,0,0.25,"down",TRUE
2012,121,"Hope Community Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,121,"Hope Community Academy PCS","5a",0.69,0.175,0.3333,"up",TRUE
2012,121,"Hope Community Academy PCS","5b",0.16,0.15,0.3333,"down",FALSE
2012,121,"Hope Community Academy PCS","5c",0,0.15,0.3333,"down",TRUE
2012,121,"Hope Community Academy PCS","6a",0,0.63,0.5,"up",FALSE
2012,121,"Hope Community Academy PCS","6b",0,0.15,0.5,"down",TRUE
2012,121,"Hope Community Academy PCS","7a_a",0.5,0.7,0.1667,"up",FALSE
2012,121,"Hope Community Academy PCS","7a_b",0.5,0.6,0.1667,"up",FALSE
2012,121,"Hope Community Academy PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,121,"Hope Community Academy PCS","7b_b",0.5,0.6,0.1667,"up",FALSE
2012,121,"Hope Community Academy PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,121,"Hope Community Academy PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,121,"Hope Community Academy PCS","8",NA,0.75,1,"up",NA
2012,121,"Hope Community Academy PCS","9",0,0,1,"down",TRUE
2012,122,"Hospitality PCS","1",NA,0.85,1,"up",NA
2012,122,"Hospitality PCS","10",NA,0,1,"down",NA
2012,122,"Hospitality PCS","11",NA,1,1,"up",NA
2012,122,"Hospitality PCS","12",NA,1,1,"up",NA
2012,122,"Hospitality PCS","13",NA,1,1,"up",NA
2012,122,"Hospitality PCS","14_a",NA,0.27,0.3333,"up",NA
2012,122,"Hospitality PCS","14_b",NA,0.51,0.3333,"up",NA
2012,122,"Hospitality PCS","14_c",NA,0.64,0.3333,"up",NA
2012,122,"Hospitality PCS","15",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","18",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","19",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","2",NA,0.06,1,"down",NA
2012,122,"Hospitality PCS","20",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","3a",NA,0.5,0.3333,"up",NA
2012,122,"Hospitality PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,122,"Hospitality PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,122,"Hospitality PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,122,"Hospitality PCS","3c_sec.math",0.1765,NA,NA,NA,NA
2012,122,"Hospitality PCS","3c_sec.reading",0.0588,NA,NA,NA,NA
2012,122,"Hospitality PCS","4a",NA,0,0.5,"down",NA
2012,122,"Hospitality PCS","4b_a",NA,0,0.25,"down",NA
2012,122,"Hospitality PCS","4b_b",NA,0,0.25,"down",NA
2012,122,"Hospitality PCS","5a",NA,0.175,0.3333,"up",NA
2012,122,"Hospitality PCS","5b",NA,0.15,0.3333,"down",NA
2012,122,"Hospitality PCS","5c",NA,0.15,0.3333,"down",NA
2012,122,"Hospitality PCS","6a",NA,0.63,0.5,"up",NA
2012,122,"Hospitality PCS","6b",NA,0.15,0.5,"down",NA
2012,122,"Hospitality PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,122,"Hospitality PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,122,"Hospitality PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,122,"Hospitality PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,122,"Hospitality PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,122,"Hospitality PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,122,"Hospitality PCS","8",NA,0.75,1,"up",NA
2012,122,"Hospitality PCS","9",NA,0,1,"down",NA
2012,123,"Howard Road Academy PCS","1",NA,0.85,1,"up",NA
2012,123,"Howard Road Academy PCS","10",0,0,1,"down",TRUE
2012,123,"Howard Road Academy PCS","11",0.88,1,1,"up",FALSE
2012,123,"Howard Road Academy PCS","12",NA,1,1,"up",NA
2012,123,"Howard Road Academy PCS","13",NA,1,1,"up",NA
2012,123,"Howard Road Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,123,"Howard Road Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,123,"Howard Road Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,123,"Howard Road Academy PCS","15",1,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","18",NA,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","19",NA,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","2",NA,0.06,1,"down",NA
2012,123,"Howard Road Academy PCS","20",NA,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","3a",0,0.5,0.3333,"up",FALSE
2012,123,"Howard Road Academy PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,123,"Howard Road Academy PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,123,"Howard Road Academy PCS","3c_elem.math",0.0488,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","3c_elem.reading",0.0732,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","3c_sec.math",0.0833,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","3c_sec.reading",0,NA,NA,NA,NA
2012,123,"Howard Road Academy PCS","4a",1,0,0.5,"down",FALSE
2012,123,"Howard Road Academy PCS","4b_a",0,0,0.25,"down",TRUE
2012,123,"Howard Road Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,123,"Howard Road Academy PCS","5a",0.65,0.175,0.3333,"up",TRUE
2012,123,"Howard Road Academy PCS","5b",0.01,0.15,0.3333,"down",TRUE
2012,123,"Howard Road Academy PCS","5c",0.1,0.15,0.3333,"down",TRUE
2012,123,"Howard Road Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,123,"Howard Road Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,123,"Howard Road Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,123,"Howard Road Academy PCS","8",NA,0.75,1,"up",NA
2012,123,"Howard Road Academy PCS","9",0,0,1,"down",TRUE
2012,124,"Howard University Middle School of Math and Science","1",NA,0.85,1,"up",NA
2012,124,"Howard University Middle School of Math and Science","10",NA,0,1,"down",NA
2012,124,"Howard University Middle School of Math and Science","11",NA,1,1,"up",NA
2012,124,"Howard University Middle School of Math and Science","12",NA,1,1,"up",NA
2012,124,"Howard University Middle School of Math and Science","13",NA,1,1,"up",NA
2012,124,"Howard University Middle School of Math and Science","14_a",NA,0.27,0.3333,"up",NA
2012,124,"Howard University Middle School of Math and Science","14_b",NA,0.51,0.3333,"up",NA
2012,124,"Howard University Middle School of Math and Science","14_c",NA,0.64,0.3333,"up",NA
2012,124,"Howard University Middle School of Math and Science","15",NA,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","18",NA,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","19",NA,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","2",NA,0.06,1,"down",NA
2012,124,"Howard University Middle School of Math and Science","20",NA,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","3a",NA,0.5,0.3333,"up",NA
2012,124,"Howard University Middle School of Math and Science","3b_math",NA,0.95,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","3b_reading",NA,0.95,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","3c_elem.math",0.1667,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","3c_elem.reading",0.1667,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","3c_sec.math",0.3333,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","3c_sec.reading",0.1667,NA,NA,NA,NA
2012,124,"Howard University Middle School of Math and Science","4a",NA,0,0.5,"down",NA
2012,124,"Howard University Middle School of Math and Science","4b_a",NA,0,0.25,"down",NA
2012,124,"Howard University Middle School of Math and Science","4b_b",NA,0,0.25,"down",NA
2012,124,"Howard University Middle School of Math and Science","5a",1,0.175,0.3333,"up",TRUE
2012,124,"Howard University Middle School of Math and Science","5b",0,0.15,0.3333,"down",TRUE
2012,124,"Howard University Middle School of Math and Science","5c",0,0.15,0.3333,"down",TRUE
2012,124,"Howard University Middle School of Math and Science","6a",NA,0.63,0.5,"up",NA
2012,124,"Howard University Middle School of Math and Science","6b",NA,0.15,0.5,"down",NA
2012,124,"Howard University Middle School of Math and Science","7a_a",NA,0.7,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","7a_b",NA,0.6,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","7b_a",NA,0.9,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","7b_b",NA,0.6,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","7c_a",NA,0.6,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","7c_b",NA,0.8,0.1667,"up",NA
2012,124,"Howard University Middle School of Math and Science","8",NA,0.75,1,"up",NA
2012,124,"Howard University Middle School of Math and Science","9",NA,0,1,"down",NA
2012,125,"Perry Street Prep PCS","1",0.6364,0.85,1,"up",FALSE
2012,125,"Perry Street Prep PCS","10",0,0,1,"down",TRUE
2012,125,"Perry Street Prep PCS","11",0.75,1,1,"up",FALSE
2012,125,"Perry Street Prep PCS","12",NA,1,1,"up",NA
2012,125,"Perry Street Prep PCS","13",0,1,1,"up",FALSE
2012,125,"Perry Street Prep PCS","14_a",NA,0.27,0.3333,"up",NA
2012,125,"Perry Street Prep PCS","14_b",NA,0.51,0.3333,"up",NA
2012,125,"Perry Street Prep PCS","14_c",NA,0.64,0.3333,"up",NA
2012,125,"Perry Street Prep PCS","15",0.83,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","18",NA,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","19",NA,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","2",NA,0.06,1,"down",NA
2012,125,"Perry Street Prep PCS","20",NA,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","3a",0,0.5,0.3333,"up",FALSE
2012,125,"Perry Street Prep PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,125,"Perry Street Prep PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,125,"Perry Street Prep PCS","3c_elem.math",0.0769,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","3c_elem.reading",0.1026,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","3c_sec.math",0.122,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","3c_sec.reading",0.0732,NA,NA,NA,NA
2012,125,"Perry Street Prep PCS","4a",1,0,0.5,"down",FALSE
2012,125,"Perry Street Prep PCS","4b_a",0,0,0.25,"down",TRUE
2012,125,"Perry Street Prep PCS","4b_b",0,0,0.25,"down",TRUE
2012,125,"Perry Street Prep PCS","5a",0.89,0.175,0.3333,"up",TRUE
2012,125,"Perry Street Prep PCS","5b",0,0.15,0.3333,"down",TRUE
2012,125,"Perry Street Prep PCS","5c",0.02,0.15,0.3333,"down",TRUE
2012,125,"Perry Street Prep PCS","6a",NA,0.63,0.5,"up",NA
2012,125,"Perry Street Prep PCS","6b",NA,0.15,0.5,"down",NA
2012,125,"Perry Street Prep PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,125,"Perry Street Prep PCS","8",NA,0.75,1,"up",NA
2012,125,"Perry Street Prep PCS","9",0,0,1,"down",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","1",NA,0.85,1,"up",NA
