"fiscal_year","lea_code","lea_name","indicator","value","target","weight","target_dir","on_target"
2012,138,"Paul PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,138,"Paul PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,138,"Paul PCS","8",NA,0.75,1,"up",NA
2012,138,"Paul PCS","9",NA,0,1,"down",NA
2012,139,"Potomac Lighthouse PCS","1",NA,0.85,1,"up",NA
2012,139,"Potomac Lighthouse PCS","10",NA,0,1,"down",NA
2012,139,"Potomac Lighthouse PCS","11",NA,1,1,"up",NA
2012,139,"Potomac Lighthouse PCS","12",NA,1,1,"up",NA
2012,139,"Potomac Lighthouse PCS","13",NA,1,1,"up",NA
2012,139,"Potomac Lighthouse PCS","14_a",NA,0.27,0.3333,"up",NA
2012,139,"Potomac Lighthouse PCS","14_b",NA,0.51,0.3333,"up",NA
2012,139,"Potomac Lighthouse PCS","14_c",NA,0.64,0.3333,"up",NA
2012,139,"Potomac Lighthouse PCS","15",0.67,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","18",NA,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","19",NA,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","2",NA,0.06,1,"down",NA
2012,139,"Potomac Lighthouse PCS","20",NA,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","3a",NA,0.5,0.3333,"up",NA
2012,139,"Potomac Lighthouse PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","3c_elem.math",0.0769,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","3c_elem.reading",0.0769,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","3c_sec.math",0.25,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","3c_sec.reading",0.25,NA,NA,NA,NA
2012,139,"Potomac Lighthouse PCS","4a",NA,0,0.5,"down",NA
2012,139,"Potomac Lighthouse PCS","4b_a",NA,0,0.25,"down",NA
2012,139,"Potomac Lighthouse PCS","4b_b",NA,0,0.25,"down",NA
2012,139,"Potomac Lighthouse PCS","5a",0.63,0.175,0.3333,"up",TRUE
2012,139,"Potomac Lighthouse PCS","5b",0,0.15,0.3333,"down",TRUE
2012,139,"Potomac Lighthouse PCS","5c",0.22,0.15,0.3333,"down",FALSE
2012,139,"Potomac Lighthouse PCS","6a",NA,0.63,0.5,"up",NA
2012,139,"Potomac Lighthouse PCS","6b",NA,0.15,0.5,"down",NA
2012,139,"Potomac Lighthouse PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,139,"Potomac Lighthouse PCS","8",NA,0.75,1,"up",NA
2012,139,"Potomac Lighthouse PCS","9",NA,0,1,"down",NA
2012,140,"Roots PCS","1",NA,0.85,1,"up",NA
2012,140,"Roots PCS","10",NA,0,1,"down",NA
2012,140,"Roots PCS","11",NA,1,1,"up",NA
2012,140,"Roots PCS","12",NA,1,1,"up",NA
2012,140,"Roots PCS","13",NA,1,1,"up",NA
2012,140,"Roots PCS","14_a",NA,0.27,0.3333,"up",NA
2012,140,"Roots PCS","14_b",NA,0.51,0.3333,"up",NA
2012,140,"Roots PCS","14_c",NA,0.64,0.3333,"up",NA
2012,140,"Roots PCS","15",NA,NA,NA,NA,NA
2012,140,"Roots PCS","18",NA,NA,NA,NA,NA
2012,140,"Roots PCS","19",NA,NA,NA,NA,NA
2012,140,"Roots PCS","2",NA,0.06,1,"down",NA
2012,140,"Roots PCS","20",NA,NA,NA,NA,NA
2012,140,"Roots PCS","3a",NA,0.5,0.3333,"up",NA
2012,140,"Roots PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,140,"Roots PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,140,"Roots PCS","3c_elem.math",0,NA,NA,NA,NA
2012,140,"Roots PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,140,"Roots PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,140,"Roots PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,140,"Roots PCS","4a",NA,0,0.5,"down",NA
2012,140,"Roots PCS","4b_a",NA,0,0.25,"down",NA
2012,140,"Roots PCS","4b_b",NA,0,0.25,"down",NA
2012,140,"Roots PCS","5a",NA,0.175,0.3333,"up",NA
2012,140,"Roots PCS","5b",NA,0.15,0.3333,"down",NA
2012,140,"Roots PCS","5c",NA,0.15,0.3333,"down",NA
2012,140,"Roots PCS","6a",NA,0.63,0.5,"up",NA
2012,140,"Roots PCS","6b",NA,0.15,0.5,"down",NA
2012,140,"Roots PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,140,"Roots PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,140,"Roots PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,140,"Roots PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,140,"Roots PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,140,"Roots PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,140,"Roots PCS","8",NA,0.75,1,"up",NA
2012,140,"Roots PCS","9",NA,0,1,"down",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","1",NA,0.85,1,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","10",0,0,1,"down",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","11",NA,1,1,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","12",NA,1,1,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","13",0.5,1,1,"up",FALSE
2012,142,"School for Educational Evolution and Development (SEED) PCS","14_a",NA,0.27,0.3333,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","14_b",NA,0.51,0.3333,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","14_c",NA,0.64,0.3333,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","15",1,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","18",NA,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","19",NA,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","2",NA,0.06,1,"down",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","20",NA,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","3a",0,0.5,0.3333,"up",FALSE
2012,142,"School for Educational Evolution and Development (SEED) PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","3c_elem.math",0.0526,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","3c_sec.math",0.5714,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","3c_sec.reading",0.2143,NA,NA,NA,NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","4a",1,0,0.5,"down",FALSE
2012,142,"School for Educational Evolution and Development (SEED) PCS","4b_a",0,0,0.25,"down",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","4b_b",0,0,0.25,"down",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","5a",0.65,0.175,0.3333,"up",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","5b",0,0.15,0.3333,"down",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","5c",0.11,0.15,0.3333,"down",TRUE
2012,142,"School for Educational Evolution and Development (SEED) PCS","6a",NA,0.63,0.5,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","6b",NA,0.15,0.5,"down",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","8",NA,0.75,1,"up",NA
2012,142,"School for Educational Evolution and Development (SEED) PCS","9",0,0,1,"down",TRUE
2012,143,"St. Coletta Special Education PCS","1",NA,0.85,1,"up",NA
2012,143,"St. Coletta Special Education PCS","10",NA,0,1,"down",NA
2012,143,"St. Coletta Special Education PCS","11",NA,1,1,"up",NA
2012,143,"St. Coletta Special Education PCS","12",NA,1,1,"up",NA
2012,143,"St. Coletta Special Education PCS","13",NA,1,1,"up",NA
2012,143,"St. Coletta Special Education PCS","14_a",NA,0.27,0.3333,"up",NA
2012,143,"St. Coletta Special Education PCS","14_b",NA,0.51,0.3333,"up",NA
2012,143,"St. Coletta Special Education PCS","14_c",NA,0.64,0.3333,"up",NA
2012,143,"St. Coletta Special Education PCS","15",NA,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","18",NA,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","19",NA,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","2",NA,0.06,1,"down",NA
2012,143,"St. Coletta Special Education PCS","20",NA,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","3a",0,0.5,0.3333,"up",FALSE
2012,143,"St. Coletta Special Education PCS","3b_math",0.988,0.95,0.1667,"up",TRUE
2012,143,"St. Coletta Special Education PCS","3b_reading",0.988,0.95,0.1667,"up",TRUE
2012,143,"St. Coletta Special Education PCS","3c_elem.math",0.8043,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","3c_elem.reading",0.8696,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","3c_sec.math",0.6571,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","3c_sec.reading",0.8286,NA,NA,NA,NA
2012,143,"St. Coletta Special Education PCS","4a",NA,0,0.5,"down",NA
2012,143,"St. Coletta Special Education PCS","4b_a",NA,0,0.25,"down",NA
2012,143,"St. Coletta Special Education PCS","4b_b",NA,0,0.25,"down",NA
2012,143,"St. Coletta Special Education PCS","5a",NA,0.175,0.3333,"up",NA
2012,143,"St. Coletta Special Education PCS","5b",NA,0.15,0.3333,"down",NA
2012,143,"St. Coletta Special Education PCS","5c",NA,0.15,0.3333,"down",NA
2012,143,"St. Coletta Special Education PCS","6a",NA,0.63,0.5,"up",NA
2012,143,"St. Coletta Special Education PCS","6b",NA,0.15,0.5,"down",NA
2012,143,"St. Coletta Special Education PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,143,"St. Coletta Special Education PCS","8",NA,0.75,1,"up",NA
2012,143,"St. Coletta Special Education PCS","9",NA,0,1,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","1",NA,0.85,1,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","10",NA,0,1,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","11",0.77,1,1,"up",FALSE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","12",NA,1,1,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","13",NA,1,1,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","14_a",NA,0.27,0.3333,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","14_b",NA,0.51,0.3333,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","14_c",NA,0.64,0.3333,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","15",1,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","18",NA,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","19",NA,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","2",NA,0.06,1,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","20",NA,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3a",0,0.5,0.3333,"up",FALSE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3c_elem.math",0.3333,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3c_elem.reading",0.3333,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","4a",NA,0,0.5,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","4b_a",NA,0,0.25,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","4b_b",NA,0,0.25,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","5a",0.87,0.175,0.3333,"up",TRUE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","5b",0,0.15,0.3333,"down",TRUE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","5c",0.03,0.15,0.3333,"down",TRUE
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","6a",NA,0.63,0.5,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","6b",NA,0.15,0.5,"down",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","8",NA,0.75,1,"up",NA
2012,144,"Elsie Whitlow Stokes Community Freedom PCS","9",NA,0,1,"down",NA
2012,145,"The Next Step PCS","1",NA,0.85,1,"up",NA
2012,145,"The Next Step PCS","10",NA,0,1,"down",NA
2012,145,"The Next Step PCS","11",NA,1,1,"up",NA
2012,145,"The Next Step PCS","12",NA,1,1,"up",NA
2012,145,"The Next Step PCS","13",NA,1,1,"up",NA
2012,145,"The Next Step PCS","14_a",NA,0.27,0.3333,"up",NA
2012,145,"The Next Step PCS","14_b",NA,0.51,0.3333,"up",NA
2012,145,"The Next Step PCS","14_c",NA,0.64,0.3333,"up",NA
2012,145,"The Next Step PCS","15",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","18",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","19",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","2",NA,0.06,1,"down",NA
2012,145,"The Next Step PCS","20",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","3a",NA,0.5,0.3333,"up",NA
2012,145,"The Next Step PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,145,"The Next Step PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,145,"The Next Step PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,145,"The Next Step PCS","4a",NA,0,0.5,"down",NA
2012,145,"The Next Step PCS","4b_a",NA,0,0.25,"down",NA
2012,145,"The Next Step PCS","4b_b",NA,0,0.25,"down",NA
2012,145,"The Next Step PCS","5a",NA,0.175,0.3333,"up",NA
2012,145,"The Next Step PCS","5b",NA,0.15,0.3333,"down",NA
2012,145,"The Next Step PCS","5c",NA,0.15,0.3333,"down",NA
2012,145,"The Next Step PCS","6a",NA,0.63,0.5,"up",NA
2012,145,"The Next Step PCS","6b",NA,0.15,0.5,"down",NA
2012,145,"The Next Step PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,145,"The Next Step PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,145,"The Next Step PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,145,"The Next Step PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,145,"The Next Step PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,145,"The Next Step PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,145,"The Next Step PCS","8",NA,0.75,1,"up",NA
2012,145,"The Next Step PCS","9",NA,0,1,"down",NA
2012,146,"Thurgood Marshall Academy PCS","1",NA,0.85,1,"up",NA
2012,146,"Thurgood Marshall Academy PCS","10",NA,0,1,"down",NA
2012,146,"Thurgood Marshall Academy PCS","11",NA,1,1,"up",NA
2012,146,"Thurgood Marshall Academy PCS","12",NA,1,1,"up",NA
2012,146,"Thurgood Marshall Academy PCS","13",NA,1,1,"up",NA
2012,146,"Thurgood Marshall Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,146,"Thurgood Marshall Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,146,"Thurgood Marshall Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,146,"Thurgood Marshall Academy PCS","15",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","18",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","19",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","2",NA,0.06,1,"down",NA
2012,146,"Thurgood Marshall Academy PCS","20",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","3a",NA,0.5,0.3333,"up",NA
2012,146,"Thurgood Marshall Academy PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","3c_sec.math",0.2857,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","3c_sec.reading",0.2857,NA,NA,NA,NA
2012,146,"Thurgood Marshall Academy PCS","4a",NA,0,0.5,"down",NA
2012,146,"Thurgood Marshall Academy PCS","4b_a",NA,0,0.25,"down",NA
2012,146,"Thurgood Marshall Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,146,"Thurgood Marshall Academy PCS","5a",NA,0.175,0.3333,"up",NA
2012,146,"Thurgood Marshall Academy PCS","5b",NA,0.15,0.3333,"down",NA
2012,146,"Thurgood Marshall Academy PCS","5c",NA,0.15,0.3333,"down",NA
2012,146,"Thurgood Marshall Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,146,"Thurgood Marshall Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,146,"Thurgood Marshall Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,146,"Thurgood Marshall Academy PCS","8",NA,0.75,1,"up",NA
2012,146,"Thurgood Marshall Academy PCS","9",NA,0,1,"down",NA
2012,147,"Tree of Life PCS","1",NA,0.85,1,"up",NA
2012,147,"Tree of Life PCS","10",NA,0,1,"down",NA
2012,147,"Tree of Life PCS","11",NA,1,1,"up",NA
2012,147,"Tree of Life PCS","12",NA,1,1,"up",NA
2012,147,"Tree of Life PCS","13",NA,1,1,"up",NA
2012,147,"Tree of Life PCS","14_a",NA,0.27,0.3333,"up",NA
2012,147,"Tree of Life PCS","14_b",NA,0.51,0.3333,"up",NA
2012,147,"Tree of Life PCS","14_c",NA,0.64,0.3333,"up",NA
2012,147,"Tree of Life PCS","15",0.07,NA,NA,NA,NA
2012,147,"Tree of Life PCS","18",NA,NA,NA,NA,NA
2012,147,"Tree of Life PCS","19",NA,NA,NA,NA,NA
2012,147,"Tree of Life PCS","2",NA,0.06,1,"down",NA
2012,147,"Tree of Life PCS","20",NA,NA,NA,NA,NA
2012,147,"Tree of Life PCS","3a",NA,0.5,0.3333,"up",NA
2012,147,"Tree of Life PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,147,"Tree of Life PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,147,"Tree of Life PCS","3c_elem.math",0.1429,NA,NA,NA,NA
2012,147,"Tree of Life PCS","3c_elem.reading",0.1429,NA,NA,NA,NA
2012,147,"Tree of Life PCS","3c_sec.math",0.2857,NA,NA,NA,NA
2012,147,"Tree of Life PCS","3c_sec.reading",0.3571,NA,NA,NA,NA
2012,147,"Tree of Life PCS","4a",NA,0,0.5,"down",NA
2012,147,"Tree of Life PCS","4b_a",NA,0,0.25,"down",NA
2012,147,"Tree of Life PCS","4b_b",NA,0,0.25,"down",NA
2012,147,"Tree of Life PCS","5a",0.81,0.175,0.3333,"up",TRUE
2012,147,"Tree of Life PCS","5b",0.06,0.15,0.3333,"down",TRUE
2012,147,"Tree of Life PCS","5c",0,0.15,0.3333,"down",TRUE
2012,147,"Tree of Life PCS","6a",NA,0.63,0.5,"up",NA
2012,147,"Tree of Life PCS","6b",NA,0.15,0.5,"down",NA
2012,147,"Tree of Life PCS","7a_a",1,0.7,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,147,"Tree of Life PCS","8",NA,0.75,1,"up",NA
2012,147,"Tree of Life PCS","9",NA,0,1,"down",NA
2012,149,"Two Rivers PCS","1",NA,0.85,1,"up",NA
2012,149,"Two Rivers PCS","10",0,0,1,"down",TRUE
2012,149,"Two Rivers PCS","11",1,1,1,"up",TRUE
2012,149,"Two Rivers PCS","12",NA,1,1,"up",NA
2012,149,"Two Rivers PCS","13",NA,1,1,"up",NA
2012,149,"Two Rivers PCS","14_a",NA,0.27,0.3333,"up",NA
2012,149,"Two Rivers PCS","14_b",NA,0.51,0.3333,"up",NA
2012,149,"Two Rivers PCS","14_c",NA,0.64,0.3333,"up",NA
2012,149,"Two Rivers PCS","15",0.83,NA,NA,NA,NA
2012,149,"Two Rivers PCS","18",NA,NA,NA,NA,NA
2012,149,"Two Rivers PCS","19",NA,NA,NA,NA,NA
2012,149,"Two Rivers PCS","2",NA,0.06,1,"down",NA
2012,149,"Two Rivers PCS","20",NA,NA,NA,NA,NA
2012,149,"Two Rivers PCS","3a",0,0.5,0.3333,"up",FALSE
2012,149,"Two Rivers PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","3c_elem.math",0.3585,NA,NA,NA,NA
2012,149,"Two Rivers PCS","3c_elem.reading",0.283,NA,NA,NA,NA
2012,149,"Two Rivers PCS","3c_sec.math",0.6207,NA,NA,NA,NA
2012,149,"Two Rivers PCS","3c_sec.reading",0.5517,NA,NA,NA,NA
2012,149,"Two Rivers PCS","4a",0,0,0.5,"down",TRUE
2012,149,"Two Rivers PCS","4b_a",0,0,0.25,"down",TRUE
2012,149,"Two Rivers PCS","4b_b",NA,0,0.25,"down",NA
2012,149,"Two Rivers PCS","5a",0.69,0.175,0.3333,"up",TRUE
2012,149,"Two Rivers PCS","5b",0,0.15,0.3333,"down",TRUE
2012,149,"Two Rivers PCS","5c",0.07,0.15,0.3333,"down",TRUE
2012,149,"Two Rivers PCS","6a",NA,0.63,0.5,"up",NA
2012,149,"Two Rivers PCS","6b",NA,0.15,0.5,"down",NA
2012,149,"Two Rivers PCS","7a_a",0,0.7,0.1667,"up",FALSE
2012,149,"Two Rivers PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","7c_a",0,0.6,0.1667,"up",FALSE
2012,149,"Two Rivers PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,149,"Two Rivers PCS","8",NA,0.75,1,"up",NA
2012,149,"Two Rivers PCS","9",0,0,1,"down",TRUE
2012,151,"Washington Latin PCS","1",NA,0.85,1,"up",NA
2012,151,"Washington Latin PCS","10",0,0,1,"down",TRUE
2012,151,"Washington Latin PCS","11",1,1,1,"up",TRUE
2012,151,"Washington Latin PCS","12",NA,1,1,"up",NA
2012,151,"Washington Latin PCS","13",0,1,1,"up",FALSE
2012,151,"Washington Latin PCS","14_a",NA,0.27,0.3333,"up",NA
2012,151,"Washington Latin PCS","14_b",NA,0.51,0.3333,"up",NA
2012,151,"Washington Latin PCS","14_c",NA,0.64,0.3333,"up",NA
2012,151,"Washington Latin PCS","15",1,NA,NA,NA,NA
2012,151,"Washington Latin PCS","18",NA,NA,NA,NA,NA
2012,151,"Washington Latin PCS","19",NA,NA,NA,NA,NA
2012,151,"Washington Latin PCS","2",NA,0.06,1,"down",NA
2012,151,"Washington Latin PCS","20",NA,NA,NA,NA,NA
2012,151,"Washington Latin PCS","3a",0,0.5,0.3333,"up",FALSE
2012,151,"Washington Latin PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,151,"Washington Latin PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,151,"Washington Latin PCS","3c_elem.math",0.6,NA,NA,NA,NA
2012,151,"Washington Latin PCS","3c_elem.reading",0.6,NA,NA,NA,NA
2012,151,"Washington Latin PCS","3c_sec.math",0.4375,NA,NA,NA,NA
2012,151,"Washington Latin PCS","3c_sec.reading",0.5,NA,NA,NA,NA
2012,151,"Washington Latin PCS","4a",NA,0,0.5,"down",NA
2012,151,"Washington Latin PCS","4b_a",NA,0,0.25,"down",NA
