"lea_code","lea_name","year","subgroup","grade","enrollment"
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","All",46393
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 11",2235
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 3",3450
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade AO",1428
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 9",3654
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 2",3682
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade PK4",3368
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 5",2843
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 12",1869
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 6",2237
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade PK3",2197
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 10",2444
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 4",3050
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 8",2396
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 1",4109
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade KG",4179
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","ungraded",897
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"All","grade 7",2355
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","All",23418
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 11",1106
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 9",1940
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 2",1890
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 3",1750
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 5",1481
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 12",850
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade PK4",1751
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 6",1123
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 4",1538
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 8",1244
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 1",2086
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade KG",2137
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade AO",548
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 10",1185
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade PK3",1116
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","grade 7",1190
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MALE","ungraded",483
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","All",22975
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 3",1700
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade AO",880
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade PK4",1617
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 6",1114
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade PK3",1081
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 10",1259
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 9",1714
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 2",1792
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 1",2023
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 11",1129
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 5",1362
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade KG",2042
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 4",1512
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 12",1019
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","ungraded",414
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 7",1165
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"FEMALE","grade 8",1152
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AM7","All",41
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","All",891
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 4",67
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 9",62
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 1",77
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade KG",84
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 6",54
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 3",69
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 10",61
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade PK4",64
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 2",79
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 5",54
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 7",50
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 8",48
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 11",48
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade 12",41
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"AS7","grade PK3",26
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","All",31625
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 11",1687
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 3",2192
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade AO",1249
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 9",2733
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 2",2239
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade PK4",2038
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 5",1964
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 12",1372
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade PK3",1470
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 6",1595
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 4",1999
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 8",1720
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 1",2529
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","ungraded",854
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 10",1794
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade 7",1684
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"BL7","grade KG",2506
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","All",7477
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 9",583
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 3",584
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 10",356
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade PK4",628
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 1",732
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 4",479
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade PK3",367
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 5",481
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade KG",793
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 7",362
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade AO",166
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 11",285
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 12",272
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 8",364
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 6",306
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","grade 2",691
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"HI7","ungraded",28
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","All",839
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade KG",94
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 4",66
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 11",33
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 7",35
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade PK4",79
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 2",65
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade PK3",57
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 3",69
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 1",87
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 5",49
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 8",50
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 10",43
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 9",47
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 6",33
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"MU7","grade 12",30
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"PI7","All",71
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"PI7","grade 1",15
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","All",5428
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 6",240
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 8",208
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 1",668
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade PK3",267
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade KG",689
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 12",150
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 2",601
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 3",527
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 9",216
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 5",290
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 4",429
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade PK4",557
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 10",182
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 11",176
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"WH7","grade 7",221
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","All",6614
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 2",433
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade PK4",416
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 5",468
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 6",411
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 3",370
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 9",730
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 8",436
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 1",488
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 10",381
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade KG",494
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 4",452
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 12",279
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 7",440
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade 11",335
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","ungraded",236
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade PK3",188
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"SPED","grade AO",57
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","All",4716
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 3",396
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 1",570
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 4",251
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade KG",753
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade PK3",281
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 5",200
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 9",375
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade PK4",532
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 12",70
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 2",553
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 7",153
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 8",193
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 6",109
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 10",155
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade 11",94
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","ungraded",12
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"LEP","grade AO",19
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","All",34877
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 11",1562
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 3",2546
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 9",2846
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 2",2747
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade PK4",2615
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 12",1208
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade PK3",1915
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 10",1754
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade AO",707
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 5",2212
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 6",1698
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 8",1842
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 1",3131
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 4",2263
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","ungraded",855
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade KG",3173
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Economy","grade 7",1803
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","All",21594
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 11",836
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 3",1631
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 9",1690
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade PK4",1623
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade PK3",1165
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 10",1032
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade AO",231
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 5",1361
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 6",1122
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 2",1790
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 1",2018
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 8",1161
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 7",1201
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade KG",2027
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 4",1473
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","grade 12",663
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2013,"Direct Cert","ungraded",570
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","All",49422
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 1",3888
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 5",3294
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade PK4",2931
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 7",2553
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 11",2843
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade PK3",1360
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 9",4161
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 8",2933
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 2",3877
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 6",2937
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 12",2742
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","ungraded",1537
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 3",3602
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 4",3582
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade 10",3455
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"All","grade KG",3727
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","All",24385
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 1",1932
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 5",1674
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 7",1331
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade PK3",619
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 9",2078
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 8",1509
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 12",1246
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","ungraded",791
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 4",1829
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 10",1642
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 2",1947
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade KG",1838
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade PK4",1384
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 6",1437
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 11",1296
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"MALE","grade 3",1832
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","All",25037
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade PK4",1547
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 11",1547
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 9",2083
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 7",1222
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 8",1424
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 1",1956
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 2",1930
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 6",1500
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 3",1770
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 10",1813
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade KG",1889
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 12",1496
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","ungraded",746
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 4",1753
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade 5",1620
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"FEMALE","grade PK3",741
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AM7","All",38
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","All",950
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 10",71
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 1",92
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 11",57
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 2",84
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 3",76
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 8",42
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 4",71
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade PK4",69
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade KG",111
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 12",66
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 5",52
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade PK3",14
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 9",53
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 6",51
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"AS7","grade 7",37
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","All",39378
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 5",2669
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade PK3",1067
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 9",3496
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 11",2391
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 7",2152
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 8",2489
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 1",2876
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 2",2928
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 6",2379
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade PK4",2094
1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS",2007,"BL7","grade 12",2258
