Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.026515152,0.040672008,February,External,264,7
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,-0.003787879,-0.003792911,February,External,264,-1
106-2013-14-All Students-Entry-External,106,2013-14,All Students,Entry,0.022727273,0.031586166,January,External,264,6
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.022727273,0.034071915,January,External,264,6
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,0,-0.00248575,January,External,264,0
106-2013-14-All Students-Entry-External,106,2013-14,All Students,Entry,0.026515152,0.041829169,March,External,264,7
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.026515152,0.047057815,March,External,264,7
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,0,-0.005228646,March,External,264,0
106-2013-14-All Students-Entry-External,106,2013-14,All Students,Entry,0.026515152,0.052072171,May,External,264,7
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.041666668,0.056165088,May,External,264,11
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,-0.015151516,-0.004092915,May,External,264,-4
106-2013-14-All Students-Entry-External,106,2013-14,All Students,Entry,0.022727273,0.01965028,November,External,264,6
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.015151516,0.019071702,November,External,264,4
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,0.007575758,0.00057858,November,External,264,2
106-2013-14-All Students-Entry-External,106,2013-14,All Students,Entry,0.015151516,0.013221618,October,External,264,4
106-2013-14-All Students-Withdrawal-External,106,2013-14,All Students,Withdrawal,0.003787879,0.011743025,October,External,264,1
106-2013-14-All Students-Net Cumulative-External,106,2013-14,All Students,Net Cumulative,0.011363637,0.001478593,October,External,264,3
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.020408163,0.050895598,April,External,147,3
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.25170067,0.054191891,April,External,147,37
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.231292516,-0.003296293,April,External,147,-34
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.006802721,0.023944771,December,External,147,1
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.149659857,0.024235012,December,External,147,22
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.142857149,-0.00029024,December,External,147,-21
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.020408163,0.039057966,February,External,147,3
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.21768707,0.039576251,February,External,147,32
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.197278917,-0.000518285,February,External,147,-29
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.006802721,0.032672692,January,External,147,1
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.190476194,0.032589767,January,External,147,28
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.183673471,8.29256E-05,January,External,147,-27
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.020408163,0.045629822,March,External,147,3
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.244897962,0.046251763,March,External,147,36
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.224489793,-0.000621942,March,External,147,-33
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0.020408163,0.055352848,May,External,147,3
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.258503407,0.058483291,May,External,147,38
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.238095239,-0.003130442,May,External,147,-35
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0,0.019072892,November,External,147,0
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.108843535,0.017704619,November,External,147,16
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.108843535,0.001368273,November,External,147,-16
108-2013-14-All Students-Entry-External,108,2013-14,All Students,Entry,0,0.012231529,October,External,147,0
108-2013-14-All Students-Withdrawal-External,108,2013-14,All Students,Withdrawal,0.054421768,0.010096193,October,External,147,8
108-2013-14-All Students-Net Cumulative-External,108,2013-14,All Students,Net Cumulative,-0.054421768,0.002135335,October,External,147,-8
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0.008042895,0.091431394,April,External,373,3
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.067024127,0.083091371,April,External,373,25
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.058981232,0.008340026,April,External,373,-22
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0,0.041453019,December,External,373,0
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.026809651,0.027120529,December,External,373,10
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.026809651,0.014332489,December,External,373,-10
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0.00536193,0.071724221,February,External,373,2
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.045576409,0.05782418,February,External,373,17
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.040214479,0.013900043,February,External,373,-15
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0.00536193,0.056835733,January,External,373,2
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.042895444,0.044541918,January,External,373,16
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.03753351,0.012293816,January,External,373,-14
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0.008042895,0.081608698,March,External,373,3
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.050938338,0.071353555,March,External,373,19
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.042895444,0.010255143,March,External,373,-16
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0.010723861,0.098906532,May,External,373,4
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.069705091,0.09427318,May,External,373,26
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.058981232,0.004633348,May,External,373,-22
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0,0.033977885,November,External,373,0
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.026809651,0.018348057,November,External,373,10
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.026809651,0.015629826,November,External,373,-10
109-2013-14-All Students-Entry-External,109,2013-14,All Students,Entry,0,0.02341385,October,External,373,0
109-2013-14-All Students-Withdrawal-External,109,2013-14,All Students,Withdrawal,0.013404826,0.007722246,October,External,373,5
109-2013-14-All Students-Net Cumulative-External,109,2013-14,All Students,Net Cumulative,-0.013404826,0.015691604,October,External,373,-5
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.047614966,April,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.021466905,0.052543607,April,External,559,12
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.021466905,-0.004928642,April,External,559,-12
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.02346462,December,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.016100179,0.02577894,December,External,559,9
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.016100179,-0.002314319,December,External,559,-9
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.0368791,February,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.017889088,0.040672008,February,External,559,10
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.017889088,-0.003792911,February,External,559,-10
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.031586166,January,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.017889088,0.034071915,January,External,559,10
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.017889088,-0.00248575,January,External,559,-10
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.041829169,March,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.017889088,0.047057815,March,External,559,10
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.017889088,-0.005228646,March,External,559,-10
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.052072171,May,External,559,0
113-2013-14-All Students-Withdrawal-External,113,2013-14,All Students,Withdrawal,0.023255814,0.056165088,May,External,559,13
113-2013-14-All Students-Net Cumulative-External,113,2013-14,All Students,Net Cumulative,-0.023255814,-0.004092915,May,External,559,-13
113-2013-14-All Students-Entry-External,113,2013-14,All Students,Entry,0,0.01965028,November,External,559,0
