Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0,0.041453019,December,External,389,0
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.023136247,0.027120529,December,External,389,9
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.023136247,0.014332489,December,External,389,-9
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0.002570694,0.071724221,February,External,389,1
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.066838048,0.05782418,February,External,389,26
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.064267352,0.013900043,February,External,389,-25
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0.002570694,0.056835733,January,External,389,1
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.059125964,0.044541918,January,External,389,23
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.056555271,0.012293816,January,External,389,-22
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0.005141388,0.081608698,March,External,389,2
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.077120826,0.071353555,March,External,389,30
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.071979433,0.010255143,March,External,389,-28
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0.005141388,0.098906532,May,External,389,2
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.087403595,0.09427318,May,External,389,34
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.082262211,0.004633348,May,External,389,-32
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0,0.033977885,November,External,389,0
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.015424165,0.018348057,November,External,389,6
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.015424165,0.015629826,November,External,389,-6
153-2013-14-All Students-Entry-External,153,2013-14,All Students,Entry,0,0.02341385,October,External,389,0
153-2013-14-All Students-Withdrawal-External,153,2013-14,All Students,Withdrawal,0.007712082,0.007722246,October,External,389,3
153-2013-14-All Students-Net Cumulative-External,153,2013-14,All Students,Net Cumulative,-0.007712082,0.015691604,October,External,389,-3
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.055555556,0.050425913,April,External,288,16
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.052083332,0.057787359,April,External,288,15
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0.003472222,-0.007361447,April,External,288,1
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.017361112,0.025870228,December,External,288,5
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.017361112,0.029708697,December,External,288,5
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0,-0.003838469,December,External,288,0
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.048611112,0.038016617,February,External,288,14
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.03125,0.045062572,February,External,288,9
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0.017361112,-0.007045956,February,External,288,5
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.034722224,0.033021349,January,External,288,10
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.03125,0.038121779,January,External,288,9
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0.003472222,-0.005100431,January,External,288,1
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.055555556,0.042065412,March,External,288,16
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.041666668,0.052424021,March,External,288,12
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0.013888889,-0.010358607,March,External,288,4
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.055555556,0.05694605,May,External,288,16
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.059027776,0.062256809,May,External,288,17
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,-0.003472222,-0.005310758,May,External,288,-1
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.017361112,0.022820486,November,External,288,5
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.013888889,0.02261016,November,External,288,4
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,0.003472222,0.000210327,November,External,288,1
158-2013-14-All Students-Entry-External,158,2013-14,All Students,Entry,0.010416667,0.017036492,October,External,288,3
158-2013-14-All Students-Withdrawal-External,158,2013-14,All Students,Withdrawal,0.013888889,0.014828058,October,External,288,4
158-2013-14-All Students-Net Cumulative-External,158,2013-14,All Students,Net Cumulative,-0.003472222,0.002208434,October,External,288,-1
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.047947083,April,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.022988506,0.052624367,April,External,348,8
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.020114943,-0.004677287,April,External,348,-7
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.023503855,December,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.011494253,0.025656581,December,External,348,4
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.00862069,-0.002152726,December,External,348,-3
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.036929037,February,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.014367816,0.040608242,February,External,348,5
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.011494253,-0.003679205,February,External,348,-4
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.031488512,January,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.011494253,0.033817369,January,External,348,4
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.00862069,-0.002328858,January,External,348,-3
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.042193431,March,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.017241379,0.047105562,March,External,348,6
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.014367816,-0.00491213,March,External,348,-5
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.052487377,May,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.022988506,0.056420997,May,External,348,8
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,-0.020114943,-0.003933618,May,External,348,-7
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.019668089,November,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0.002873563,0.019061411,November,External,348,1
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,0,0.000606677,November,External,348,0
159-2013-14-All Students-Entry-External,159,2013-14,All Students,Entry,0.002873563,0.013288192,October,External,348,1
159-2013-14-All Students-Withdrawal-External,159,2013-14,All Students,Withdrawal,0,0.011663862,October,External,348,0
159-2013-14-All Students-Net Cumulative-External,159,2013-14,All Students,Net Cumulative,0.002873563,0.00162433,October,External,348,1
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.091431394,April,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.197802201,0.083091371,April,External,182,36
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.192307696,0.008340026,April,External,182,-35
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.041453019,December,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.08791209,0.027120529,December,External,182,16
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.082417585,0.014332489,December,External,182,-15
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.071724221,February,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.137362644,0.05782418,February,External,182,25
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.131868139,0.013900043,February,External,182,-24
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.056835733,January,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.120879121,0.044541918,January,External,182,22
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.115384616,0.012293816,January,External,182,-21
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.081608698,March,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.181318685,0.071353555,March,External,182,33
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.17582418,0.010255143,March,External,182,-32
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.098906532,May,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.214285716,0.09427318,May,External,182,39
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.208791211,0.004633348,May,External,182,-38
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.033977885,November,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.043956045,0.018348057,November,External,182,8
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,-0.03846154,0.015629826,November,External,182,-7
160-2013-14-All Students-Entry-External,160,2013-14,All Students,Entry,0.005494506,0.02341385,October,External,182,1
160-2013-14-All Students-Withdrawal-External,160,2013-14,All Students,Withdrawal,0.005494506,0.007722246,October,External,182,1
160-2013-14-All Students-Net Cumulative-External,160,2013-14,All Students,Net Cumulative,0,0.015691604,October,External,182,0
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.055214725,0.058942292,April,External,815,45
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.073619634,0.060856342,April,External,815,60
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,-0.018404908,-0.001914051,April,External,815,-15
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.051533744,0.027871732,December,External,815,42
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.03190184,0.025525054,December,External,815,26
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,0.019631902,0.002346679,December,External,815,16
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.055214725,0.045412831,February,External,815,45
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.057668712,0.044062506,February,External,815,47
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,-0.002453988,0.001350324,February,External,815,-2
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.052760735,0.037599307,January,External,815,43
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.051533744,0.035737697,January,External,815,42
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,0.001226994,0.001861611,January,External,815,1
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.055214725,0.05216445,March,External,815,45
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.060122699,0.052492201,March,External,815,49
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,-0.004907975,-0.000327749,March,External,815,-4
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.055214725,0.064448468,May,External,815,45
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.076073617,0.066637821,May,External,815,62
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,-0.020858895,-0.00218936,May,External,815,-17
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.047852762,0.022889955,November,External,815,39
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.024539877,0.018471906,November,External,815,20
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,0.023312883,0.00441805,November,External,815,19
161-2013-14-All Students-Entry-External,161,2013-14,All Students,Entry,0.047852762,0.015509059,October,External,815,39
161-2013-14-All Students-Withdrawal-External,161,2013-14,All Students,Withdrawal,0.019631902,0.010291303,October,External,815,16
161-2013-14-All Students-Net Cumulative-External,161,2013-14,All Students,Net Cumulative,0.028220858,0.005217756,October,External,815,23
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.060301509,0.091431394,April,External,199,12
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.160804018,0.083091371,April,External,199,32
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.100502513,0.008340026,April,External,199,-20
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.040201005,0.041453019,December,External,199,8
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.085427135,0.027120529,December,External,199,17
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.045226131,0.014332489,December,External,199,-9
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.060301509,0.071724221,February,External,199,12
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.120603018,0.05782418,February,External,199,24
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.060301509,0.013900043,February,External,199,-12
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.045226131,0.056835733,January,External,199,9
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.120603018,0.044541918,January,External,199,24
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.075376883,0.012293816,January,External,199,-15
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.060301509,0.081608698,March,External,199,12
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.145728648,0.071353555,March,External,199,29
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.085427135,0.010255143,March,External,199,-17
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.060301509,0.098906532,May,External,199,12
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.371859282,0.09427318,May,External,199,74
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.3115578,0.004633348,May,External,199,-62
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.025125628,0.033977885,November,External,199,5
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.060301509,0.018348057,November,External,199,12
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.035175879,0.015629826,November,External,199,-7
163-2013-14-All Students-Entry-External,163,2013-14,All Students,Entry,0.015075377,0.02341385,October,External,199,3
163-2013-14-All Students-Withdrawal-External,163,2013-14,All Students,Withdrawal,0.040201005,0.007722246,October,External,199,8
163-2013-14-All Students-Net Cumulative-External,163,2013-14,All Students,Net Cumulative,-0.025125628,0.015691604,October,External,199,-5
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.022108844,0.050190546,April,External,588,13
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.035714287,0.054866787,April,External,588,21
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.013605442,-0.004676241,April,External,588,-8
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.008503402,0.024213277,December,External,588,5
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.015306123,0.025095273,December,External,588,9
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.006802721,-0.000881996,December,External,588,-4
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.015306123,0.038325205,February,External,588,9
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.020408163,0.040355463,February,External,588,12
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.005102041,-0.002030254,February,External,588,-3
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.011904762,0.032417499,January,External,588,7
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.018707482,0.033366062,January,External,588,11
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.006802721,-0.000948561,January,External,588,-4
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.022108844,0.044232912,March,External,588,13
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.023809524,0.047411427,March,External,588,14
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.00170068,-0.003178513,March,External,588,-1
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.022108844,0.05516633,May,External,588,13
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.039115645,0.059193555,May,External,588,23
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.017006803,-0.004027226,May,External,588,-10
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.008503402,0.019903148,November,External,588,5
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.015306123,0.018505268,November,External,588,9
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,-0.006802721,0.00139788,November,External,588,-4
165-2013-14-All Students-Entry-External,165,2013-14,All Students,Entry,0.008503402,0.013379707,October,External,588,5
165-2013-14-All Students-Withdrawal-External,165,2013-14,All Students,Withdrawal,0.00170068,0.010983342,October,External,588,1
165-2013-14-All Students-Net Cumulative-External,165,2013-14,All Students,Net Cumulative,0.006802721,0.002396366,October,External,588,4
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.231012657,0.131304353,April,External,316,73
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.727848113,0.184869573,April,External,316,230
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.49683544,-0.053565219,April,External,316,-157
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.003164557,0.048869565,December,External,316,1
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.534810126,0.075478263,December,External,316,169
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.531645596,-0.026608696,December,External,316,-168
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.221518993,0.109275363,February,External,316,70
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.620253146,0.128811598,February,External,316,196
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.398734182,-0.019536233,February,External,316,-126
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.003164557,0.074550726,January,External,316,1
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.617088616,0.103710145,January,External,316,195
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.613924026,-0.029159421,January,External,316,-194
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.227848098,0.124637678,March,External,316,72
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.680379748,0.159710139,March,External,316,215
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.452531636,-0.035072464,March,External,316,-143
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0.234177217,0.138608694,May,External,316,74
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.772151887,0.203826085,May,External,316,244
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.537974656,-0.065217391,May,External,316,-170
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0,0.040057972,November,External,316,0
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.50316453,0.054724637,November,External,316,159
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.50316453,-0.014666666,November,External,316,-159
168-2013-14-All Students-Entry-External,168,2013-14,All Students,Entry,0,0.031826086,October,External,316,0
168-2013-14-All Students-Withdrawal-External,168,2013-14,All Students,Withdrawal,0.477848113,0.031246377,October,External,316,151
168-2013-14-All Students-Net Cumulative-External,168,2013-14,All Students,Net Cumulative,-0.477848113,0.00057971,October,External,316,-151
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.045212764,0.076793194,April,External,376,17
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.125,0.073956504,April,External,376,47
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.079787232,0.002836688,April,External,376,-30
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.04255319,0.034816965,December,External,376,16
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.045212764,0.025124948,December,External,376,17
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.002659574,0.009692017,December,External,376,-1
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.045212764,0.058861274,February,External,376,17
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.082446806,0.049405646,February,External,376,31
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.037234042,0.009455626,February,External,376,-14
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.04255319,0.04707551,January,External,376,16
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.07180851,0.038362827,January,External,376,27
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.029255319,0.008712684,January,External,376,-11
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.045212764,0.068451978,March,External,376,17
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.109042555,0.061056327,March,External,376,41
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.063829787,0.00739565,March,External,376,-24
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.045212764,0.083952449,May,External,376,17
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.125,0.083141968,May,External,376,47
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,-0.079787232,0.000810482,May,External,376,-30
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.04255319,0.027995408,November,External,376,16
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.034574468,0.017526679,November,External,376,13
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,0.007978723,0.010468729,November,External,376,3
169-2013-14-All Students-Entry-External,169,2013-14,All Students,Entry,0.04255319,0.019113872,October,External,376,16
169-2013-14-All Students-Withdrawal-External,169,2013-14,All Students,Withdrawal,0.015957447,0.008003512,October,External,376,6
169-2013-14-All Students-Net Cumulative-External,169,2013-14,All Students,Net Cumulative,0.026595745,0.011110361,October,External,376,10
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.03125,0.059143391,April,External,416,13
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.098557696,0.062942274,April,External,416,41
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.067307696,-0.003798883,April,External,416,-28
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.026442308,0.026815642,December,External,416,11
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.033653848,0.022718808,December,External,416,14
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.007211538,0.004096834,December,External,416,-3
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.03125,0.043351956,February,External,416,13
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.05528846,0.03925512,February,External,416,23
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.024038462,0.004096834,February,External,416,-10
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.026442308,0.035307262,January,External,416,11
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.048076924,0.030912478,January,External,416,20
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.021634616,0.004394786,January,External,416,-9
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.03125,0.052588455,March,External,416,13
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.064903848,0.048640598,March,External,416,27
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.033653848,0.003947859,March,External,416,-14
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.03125,0.065921791,May,External,416,13
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.098557696,0.069720671,May,External,416,41
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.067307696,-0.003798883,May,External,416,-28
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.024038462,0.020782122,November,External,416,10
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.03125,0.016536312,November,External,416,13
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,-0.007211538,0.00424581,November,External,416,-3
170-2013-14-All Students-Entry-External,170,2013-14,All Students,Entry,0.021634616,0.013929237,October,External,416,9
170-2013-14-All Students-Withdrawal-External,170,2013-14,All Students,Withdrawal,0.01923077,0.008342644,October,External,416,8
170-2013-14-All Students-Net Cumulative-External,170,2013-14,All Students,Net Cumulative,0.002403846,0.005586592,October,External,416,1
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.047947083,April,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.050847456,0.052624367,April,External,118,6
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.050847456,-0.004677287,April,External,118,-6
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.023503855,December,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.025423728,0.025656581,December,External,118,3
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.025423728,-0.002152726,December,External,118,-3
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.036929037,February,External,118,0
